[00:00:52 - 00:00:58] 色々な事をたくさん色々な事を喋らなくてはいけないのですから
[01:40:29 - 01:40:32] がありがとうございますと言わなくちゃいけない
[01:40:33 - 01:40:40] 例えば歩けない人は、どこかへ例えば車椅子の人はこの階段があってもう自分が運んであげたと
[01:40:41 - 01:40:45] それで、向こうの人はありがとうと言間に本当にどうもありがとうございますと
[01:40:46 - 01:40:51] 自分には良い事出来ましたからね向こう側に感謝するのです
[01:40:52 - 01:40:54] そこはもうポイントです
[01:40:55 - 01:41:01] それ無いのだから皆、もう皆良い事しますよでも、それほど結果は味わわないのです
[01:41:02 - 01:41:05] 日本の方々はもう結構、世界
[01:41:05 - 01:41:09] 的に見ると結構立派な良い事をしますよ
[01:41:10 - 01:41:11] するのだけど
[01:41:11 - 01:41:24] 、ちょっと何かどうかで結果は得られないように感じますなぜかと言うと何か日本文化的に向こう側から一生懸命観察して褒めて欲しかったのです
[01:41:27 - 01:41:31] 、褒めてもらいたいというこれは皆様の苦しみの元なのです
[01:41:34 - 01:41:36] いつでも感謝して欲しいのです
[01:41:38 - 01:41:43] だから日本の文化とのは無茶苦茶なのですすごいややこしいのですよ
[01:41:42 - 01:41:44] 中間やら、お
[01:41:45 - 01:41:54] 正月になったらまた色々色々な物を食ったりまたお返しにもああだこうだとかねそれはそれなりに美しいのだけど
[01:41:55 - 01:41:57] それはそれで置いておいてでも
[01:41:58 - 01:42:00] 徳になるのは
[01:42:00 - 01:42:02] それは徳にならない徳
[01:42:02 - 01:42:08] になるのは私は人を助けてあげてから助けられた人に私はありがとうございます
[01:42:11 - 01:42:21] という気持ちで自分が感謝することそれだけよく覚えて人々に優しくしてくださいそうするとカラマによって生まれる病気も治りますま
[01:42:21 - 01:42:27] た色々たくさんの方法あるのですがどうしましょうか時間にはなりましたじゃあ
[01:42:37 - 01:42:38] 、この辺で
[01:42:39 - 01:42:44] テーマの本の一部なのです。今日喋ったのは。また色々たくさあります
[01:42:44 - 01:42:49] 一応、あまり長く喋っても全部忘れちゃいますので
[01:42:51 - 01:42:52] そこら辺で
[01:42:53 - 01:42:54] 休憩します
[01:43:22 - 01:43:23] 子供
[01:43:23 - 01:43:36] 場合ですね、言葉が二歳とか三歳の子供が喘息とかそういたもで苦しんでい場合ですね、例えば心を直せば病気が治ると言っても、子供は
[01:43:36 - 01:43:38] 元々純粋な心
[01:43:38 - 01:43:40] ではあると思うんですけども
[01:43:41 - 01:43:44] 、また親に、親が心から治せば子供
[01:43:44 - 01:43:48] が治るんだよという話も聞くんですけども、なかなか
[01:43:48 - 01:43:55] そう単純にでも、子供の病気は単純に治るとも思えないんですけども、そういた場合
[01:43:57 - 01:43:58] の病気は頭
[01:43:58 - 01:44:03] だからちょっと分からなのだよと、男わけにもいかないですしその辺はどうなのしょうかねその
[01:44:06 - 01:44:11] 場合は本当に色々問題なのですけど
[01:44:12 - 01:44:13] 喘息の
[01:44:14 - 01:44:16] ような病気の場合は
[01:44:17 - 01:44:20] 大体両親のストレスすごく
[01:44:21 - 01:44:22] 関係あるのです
[01:44:23 - 01:44:28] 両親の問題が、すぐ子供に移ってしまうのですよ
[01:44:28 - 01:44:33] 僕は見たところで大体、お母さんかお父さんか何とか病気っ悩んでいると
[01:44:34 - 01:44:40] 子供たちも、すぐ病気になっしのですねあれは病気ではなくて子供たちの精一杯
[01:44:41 - 01:44:43] 親に対する優しい心なのですよ
[01:44:44 - 01:44:45] だから、すごく
[01:44:46 - 01:44:51] ごく悲しくなっちゃうのです。その場合はね子供別に元気で遊んだ方がいのに
[01:44:52 - 01:44:56] 私が知ってい、そういう子供何人かいて子
[01:44:57 - 01:44:59] 供病気なのですね。そういう喘息で
[01:45:00 - 01:45:04] 見たら、お母さんもやっぱり子供も同じ病気で悩んでいよと
[01:45:05 - 01:45:14] 僕が見たところ、そういう事よりは子供たちは本当はものすごく親、両親のことを大変心配していのですよ。小さい割にです
[01:45:14 - 01:45:20] から自分たちが分からないのだけれど精神的に自分も病気になって
[01:45:20 - 01:45:23] 、代わりに苦しんでいるような感じなのですそれで
[01:45:23 - 01:45:32] 、両親で言ってあげたのですねあなた方は自分たちと病気であろうか子供たちにはそれは関係ないように行動してくださいと
[01:45:33 - 01:45:41] 子供たちに、この原型だから自分の病気は子供に行ったり、もうああだ、だしないでちょっと明るくやってくださいと言ったら
[01:45:42 - 01:45:44] 、綺麗に治ったのですよ
[01:45:45 - 01:45:50] また、小さい時の病気は大きくなってくると治る場合もありますし
[01:45:54 - 01:46:00] とにかく、赤ちゃんの時も病気であろうかできるだけストレスたまらないように
[01:46:02 - 01:46:03] 明るく
[01:46:04 - 01:46:07] 落ち着いて我々は子供育てをしなくてはいけない子
[01:46:09 - 01:46:17] 供は言葉喋れませんけれど一つ覚えてほしいのは赤ちゃんんかは赤ちゃんではないのです
[01:46:17 - 01:46:21] 過去から来るものだから結構大人なのですよ
[01:46:22 - 01:46:27] 赤ちゃんになるのは、もう五、五歳六歳になって赤ちゃんではなと。子供になるのは
[01:46:28 - 01:46:32] 言葉喋れない間では自分たちがすごい大人のように
[01:46:33 - 01:46:34] 行動するのです
[01:46:35 - 01:46:41] でも、なかなかコミュニケーションできなのですねそれで、体が不自由なのですねそこで、すっごく
[01:46:42 - 01:46:45] 切さまっちゃうのですね自分たちには赤ちゃんの時
[01:46:45 - 01:46:50] 代は覚えられる方々いるのですいらっしゃるのですよダントナタが
[01:46:52 - 01:46:56] いわるおっぱい飲んでいた時期覚えていらっしゃる方々がるならば
[01:46:56 - 01:47:00] 何となく実感があると思いますよ。ものすごく嫌なのです。その時は
[01:47:03 - 01:47:06] 自分がものすごく心
[01:47:06 - 01:47:08] では立派な人間なのですけど
[01:47:08 - 01:47:11] 動かない歩けない
[01:47:11 - 01:47:14] お腹が空いたら、もうどうしようもない
[01:47:15 - 01:47:17] そこで、ものすごくキャーと泣くのですね
[01:47:18 - 01:47:20] 泣くときも怒りが鳴いてしまのですです
[01:47:21 - 01:47:22] から、それ
[01:47:22 - 01:47:25] は我々は大人が理解して
[01:47:26 - 01:47:31] 赤ちゃんだな。可愛い。可愛いという事よりは立派な人間という感じで
[01:47:32 - 01:47:34] 接する必要はあるのです
[01:47:35 - 01:47:37] でも、もう、かなり良くなるのです
[01:47:38 - 01:47:41] 過去のカロマと言えば、あれ
[01:47:41 - 01:47:42] はアトピー
[01:47:44 - 01:47:45] アトピーとかね
[01:47:46 - 01:47:48] なのですね
[01:47:48 - 01:47:55] それも、どんどん大きくなってきてね良い行いして、良い心持っていと、消えちゃうのです。
[01:47:58 - 01:47:59] アトピー
[01:47:59 - 01:48:01] も両親のものですね
[01:48:02 - 01:48:02] 。それ
[01:48:06 - 01:48:07] ストレスそれ
[01:48:07 - 01:48:10] はストレスではないのですねそれ
[01:48:11 - 01:48:14] はもうストレスではなくて本人持っていものなのですね
[01:48:19 - 01:48:22] こういう組み合わせあるのですよ例えば親が
[01:48:23 - 01:48:25] どうしても大変な例えば
[01:48:28 - 01:48:29] 分
[01:48:29 - 01:48:39] かりやすく言えば過去で何とか悪い業をしてその結果で困らなくてはいけないその場合は自分にそういう病気の子供が
[01:48:40 - 01:48:54] 助けられるような組み合わせになっしのですねですから子供はアトピーであるならば自分たちがああ、大変だではなくてそれにちゃんと立ち向かって私たちはそれなりに大変、この
[01:48:56 - 01:49:02] て言ますかの、きつい状態を乗り越えなくてはいけないのだとみんなの問題として扱わなくてはいけないのです
[01:49:04 - 01:49:07] 家族になるのはお互いに別人
[01:49:07 - 01:49:11] 間なのですけどお互いに過去で何とか
[01:49:12 - 01:49:14] 因縁があったのだからなのです
[01:49:16 - 01:49:21] ですから自分にはものすごく言うことを聞かないすごい悪い子供が
[01:49:21 - 01:49:29] 出来上がってもしょうがないのですよそれは自分の宗教だと思って一生懸命そ
[01:49:29 - 01:49:32] の子を育てるように
[01:49:32 - 01:49:38] 行動しなくてはいけないそこですごく日本で間違うところは我が子と思うのですね
[01:49:39 - 01:49:45] その我が子だと思う言葉だけは忘れてください我が子ではありません
[01:49:45 - 01:49:57] 私の子供ではありませんそれはもう因縁の中で存在の中で一人の生命であってたまたま私のところに来ていただけましたとですから、それ長くよろしくと
[01:49:58 - 01:50:17] と言って自分の責任はその小さな命を立派な大人にしてあげることそれ自分の責任が終わりその代わりに子供から薬局してほしいとか子供から老後を面倒見てもらいたいとかそういう責任感はならないように子供育てなくてはいけないのですです
[01:50:18 - 01:50:20] から我が子ではなくて
[01:50:22 - 01:50:32] 日本の仏教から言えば様から言ってい男様の子供だとですから大きくして、男様に返してあげるのだとだから、預かり者なのですね
[01:50:33 - 01:50:42] ですから、預かり者だからすごい大事に丁寧に育てなくてはいけない我々預かり者であるこは忘れてしまって私
[01:50:42 - 01:50:48] の子だとですから我がままで私の石に育てようと思ってしうのです自
[01:50:48 - 01:50:53] 分の希望ででそれは子供たちに対してものすごい
[01:50:54 - 01:50:55] 悪いなのですそれ
[01:50:56 - 01:50:59] は子供の存在価値観を
[01:50:59 - 01:51:01] 存在価値を
[01:51:01 - 01:51:03] 否定することなのです
[01:51:04 - 01:51:09] 世の中で一番嫌なもは自分に生きる価値が無いということなのですよ
[01:51:10 - 01:51:13] 両親が子供に添えさせているのです
[01:51:13 - 01:51:18] あなたには生きる価値が無いのだとあなたは私のものだと
[01:51:19 - 01:51:29] 赤ちゃんは喜んでしうのですよああ、私のもの宝物だと言うと赤ちゃんが喜んでしうなぜならば赤ちゃんがすごいずるいのです。大人だから赤ちゃんだけは
[01:51:30 - 01:51:44] 赤ちゃんは知っているのですよ親に肉にすごく良い顔、良い子にしてあげなきゃ自分がちゃんと面倒見てもらわなのだとすごい可愛い子だったら夜泣きしても十二時でも朝
[01:51:44 - 01:51:46] 二時でもお母さんが怒りむのですよ
[01:51:47 - 01:51:58] ですから、赤ちゃんだけは私の宝物だよとか可愛がってあげると喜んでしうのですどんどん自分で歩くようになってくるとそれは、あまり良くないのですです
[01:51:59 - 01:52:09] から、この私の子だと思うとその子供には生きる価値が消えてしうのです母のために生ていのだから父のために生きていのだからそれ
[01:52:10 - 01:52:17] で結局、父を母を殺したくなてしうのです日本では、将棋のプロの人を
[01:52:18 - 01:52:32] 息子に殺されたというケースは僕は新聞でテレビで見て覚えていますけどその場合も、子供には立派な大人なのに生きる価値が無いのですねなぜなら、お父さがあまりにも立派で自
[01:52:32 - 01:52:39] 分の理想に子供を育てようとしているのですねそれはお父さんの気持ちは我々大人だから分かりますけど
[01:52:40 - 01:52:44] でも子供は別な人間だからしょうがないでしょう将棋
[01:52:45 - 01:52:51] のプロに生まれた子供は将棋は大嫌いで頭は全く無い人であったとしもしょうがないでしょう
[01:52:52 - 01:52:59] 自分が預かれた子供、預かった子供だからものすごい丁寧にその子供の生方に沿って育ててあげ
[01:53:00 - 01:53:02] て社会に返される
[01:53:03 - 01:53:08] それだけあれば、大体子供の病気というのは
[01:53:08 - 01:53:10] ほとんど治りますよ
[01:53:10 - 01:53:15] アトピーのようなものは、もしかするとカルマのせいだと思います
[01:53:15 - 01:53:22] はっきりとは言えませんなぜかと言うと食べたいものも食べられないし色々ね、例えば卵の卵
[01:53:23 - 01:53:28] 食べない乳製品食べられないと言とねかなりきついのだからね
[01:53:31 - 01:53:34] そういう事で、ちょっと役心だけど
[01:53:37 - 01:53:40] また、色々、どうぞ自由に聞いてください
[01:53:58 - 01:53:59] それは人間の
[01:54:00 - 01:54:02] 本来の癖なのですね
[01:54:03 - 01:54:04] 生命の生
[01:54:04 - 01:54:07] 命はみんな自分が偉いと思っていのですよ
[01:54:08 - 01:54:11] 私が唯一なものであるという
[01:54:12 - 01:54:18] 実感がみな持っているのですねそれは無明と言うのです。仏教で無知だとそれ
[01:54:19 - 01:54:28] は自分が偉いと思うのは全く嘘であって無知だとそれは捨てなさいとそうすると幸福ですよと
[01:54:29 - 01:54:32] ですから業ではないのです生
[01:54:32 - 01:54:36] まれてきに性格なん色々違いますよねそれ
[01:54:36 - 01:54:40] こそ感染力の強い人と弱い人とか
[01:54:40 - 01:54:43] 程度の差異なりますよねそれ
[01:54:43 - 01:54:47] は業ではないのですかそれは業ではないのですこれ
[01:54:49 - 01:54:57] は業だと決めるのはすごく難しいのだから業だと決めつけるのは忘れた方がいいのです
[01:54:57 - 01:54:59] ですから、とにかく
[01:54:59 - 01:55:02] 悪いところを直すために頑張るのです業
[01:55:03 - 01:55:06] だからと言って諦めるのではないのですそ
[01:55:10 - 01:55:12] の場合だけやっぱり
[01:55:12 - 01:55:16] 仏教を知っている人に相談した方がいいのですよ
[01:55:17 - 01:55:33] いい加減な仏教ではなくて本当にこのお釈迦様が仰ったこの口論をよく知っている人に相談した人がいいのですそれでも、そのお坊さんであろうかなかなか答えるのは難しいのです業だけは、業論というのは人間には
[01:55:34 - 01:55:45] 考えても頭が来るほど難しいのだとお釈迦様も言っていのですこれは人間には考えて考えきれないのだとですから我々はそういう
[01:55:46 - 01:55:48] 無理ですね理解するのは
[01:55:51 - 01:55:52] か
[01:55:54 - 01:55:57] 無明というのは自分たちが偉いと
[01:55:57 - 01:56:09] 思っていことなのですそれは動物さえ思っていますよ我々飼っている猫、犬であろうか自分こそ世界一偉いのだと思っているのですね
[01:56:09 - 01:56:14] 我々から、ただ飼っていペットだけなのですけどペットはそうは思っていいのですです
[01:56:15 - 01:56:16] から
[01:56:17 - 01:56:26] はペットはしょうがないのだけれど我々は我々はは聞いてあげますけど私たちは自分で自分だこそ偉いという概念を
[01:56:26 - 01:56:28] 忘れれば
[01:56:28 - 01:56:34] もう、そこで病気もないし他の精神的な苦しみも全部消えていくのです
[01:56:36 - 01:56:37] そう
[01:56:42 - 01:56:45] いう観察をすると、どんどんね
[01:56:45 - 01:56:49] 人間は誰でも完璧ではないのだと私も完璧ではないのだと
[01:56:50 - 01:57:00] 不完全で間違いだらけですよ。とだから精一杯努力はしています。とその精一杯は完璧ではないのだとね
[01:57:02 - 01:57:07] だから料理失敗しても私は精一杯で作り
[01:57:07 - 01:57:10] ましたよと言うと、向こう側が分かりますよ
[01:57:13 - 01:57:24] だからもう、たまに子供たち母の家と買おうとか書いてくれるでしょうそれ別に綺麗に書いてくれるわけではないのだけどでも、私それ喜ぶでしょうに
[01:57:25 - 01:57:29] 幼稚園の子供たはお母さんとかお父さとかお化けなのよ買うのは結局
[01:57:31 - 01:57:48] そう、お化けを書いてくれてこれお母さだと書いてくれても私たちは全然、それに腹が立ちませんねああ、よく頑張りまたああ、綺麗ですねああ、似ている似ているとかね言って褒めてあげるのですねですから、それは人の精一杯の努力は世界はちゃんと認める
[01:57:50 - 01:57:58] でも、その子供でもこれこそ世界学校でみんなの絵よりこの絵、私の絵は綺麗ですよと言ったら問題なのです
[01:57:59 - 01:58:01] 私の友達の子供が
[01:58:04 - 01:58:06] 日本にいた時は
[01:58:06 - 01:58:11] 英語、何て言いますかアメリカの都合に行っていたのですねそこで
[01:58:12 - 01:58:15] 一年の何か泳ぐとか言と物がありますからそれで
[01:58:15 - 01:58:27] バレー男子とししたのですそれで、このバレー男子の踊りにこの子を選ばれてみんな踊っていのですねとにかく、その小さな子がすごく目立ちたがるのですよ
[01:58:28 - 01:58:30] 目立ちたがると言って、色々
[01:58:30 - 01:58:33] 他の子供たちに文句を言うのですね
[01:58:33 - 01:58:41] あなたのこれを、ちょっと間違っているよとああだこうだとかねそれで、お父さん、その場合連れて行ったのです
[01:58:41 - 01:58:45] 連れて行ったら、ちょっと自分の子供が何か目立ちたがらしたくて
[01:58:46 - 01:59:00] 他の子供たちに色々、あっち割間違った、こっち間違ったとかいうのを見てすごく気持ち悪かったのですねお父さんはすごい頭の良い人なのです気持ち悪かったのだけどどうしようもないです。言えないし
[01:59:01 - 01:59:02] いたら、先生
[01:59:03 - 01:59:04] にもこの子は言ったのですね
[01:59:05 - 01:59:16] 言ったら先生は電流集howtodoitprocolyと子供だけ聞いたみたいのですねじゃあ、間違っていならばあなた見せてくださいと正しい踊り方と
[01:59:16 - 01:59:18] 言ったところで子供はもう
[01:59:19 - 02:00:03] びっくりして、後ろに下がたのですねだから、それは先生もすごく頭が良いのですねもう、いい加減しなさいと言わないで人は間違っていと思うならば自分でやって見せなさい正しいやり方と言うと自分にも本人も同じ子供だからできるわけないでしょうにそうすると他の子供は必ずこれ間違っていると言いますからねそこで本人がやっぱりそんな人の一日間違っている所を言うのではないのだと自分も完璧ではないか、それは理解したのです小さい時は、ものすごい暴れ回っていた子でしたけどどどん大きくなっても素晴らしい人間に変わったのです。とにかくそれは両親もそれなりにものすごいしっかりしていましたし
[02:00:03 - 02:00:04] 良い先生にも巡り
[02:00:05 - 02:00:06] 合ってです
[02:00:07 - 02:00:09] から、この完璧という事はね
[02:00:11 - 02:00:12] 大変な問題なのです
[02:00:22 - 02:00:23] ね
[02:00:25 - 02:00:25] 。そう
[02:00:25 - 02:00:22] と、つまりはそれを認識して努力するということです
[02:00:28 - 02:00:30] 、思い込みです。
[02:00:30 - 02:00:39] 思い込みです、それ完全に欲が強い。完全じゃなくて、完全に欲が強いから、その楽さが面倒。そうですね
[02:00:40 - 02:00:43] 。だからそれも少ない人は楽だし、うん。大き
[02:00:44 - 02:00:46] くと、それ
[02:00:51 - 02:00:52] 努力しかないのですそう
[02:00:52 - 02:00:53] そう
[02:00:55 - 02:00:59] いつでも常に努力することだけはもう大変大事なのですね
[02:01:00 - 02:01:03] 観戦というのはただの思い込みであります
[02:01:03 - 02:01:09] 観戦にはならない観戦になるというのはこの全てのものに執着してい人なのですよ
[02:01:11 - 02:01:18] それはもう悟りの境しかないのですですから悟りの境地に至るまでは不完全でありますから
[02:01:18 - 02:01:24] ですから、もう我々はいつでも間違ってしいますよそれは別に取ったこないし
[02:01:27 - 02:01:32] お釈迦様の言葉一つあましてこれはもう転んで関係ないのだけど
[02:01:32 - 02:01:33] 自分が
[02:01:34 - 02:01:36] 頭が悪いと
[02:01:37 - 02:01:39] 知っている人が
[02:01:39 - 02:01:43] 自分が無知であることを知っている人は
[02:01:43 - 02:01:44] ただ、それ
[02:01:44 - 02:01:47] によって賢者になるのだと自
[02:01:48 - 02:01:50] 分が物事を知っていと思う人が
[02:02:05 - 02:02:09] 愚か者であるのに祖先自分が
[02:02:09 - 02:02:15] 賢人だ知識人だと思ったらもうさらにバカになるのだということなのです
[02:02:16 - 02:02:20] そういうことは自分が知っていよと思ったら努力しないのですね
[02:02:22 - 02:02:26] 私はあまり物事を知らなのだと私は不完全だと
[02:02:26 - 02:02:29] 思う人は努力するのですね
[02:02:29 - 02:02:31] 努力を積み重ねて
[02:02:31 - 02:02:33] 悟りまで
[02:02:33 - 02:02:36] 進むのですちょっと
[02:02:47 - 02:02:48] 危険おりません
[02:03:15 - 02:03:17] 消えると思いますね
[02:03:18 - 02:03:18] 必ず
[02:03:22 - 02:03:23] だから
[02:03:24 - 02:03:32] 我々何故夫婦喧嘩しますかというとやっぱり自分のことを忘れて相手から色々なものを要求するのですね
[02:03:33 - 02:03:34] ですから
[02:03:35 - 02:03:47] 、問題になっちゃうしだから自分が間違っていというこをよく不完全であるこをよく認めて相手にもそれを言ってあげるとね。私はそれほど感染ではないのだと相
[02:03:47 - 02:03:52] 手のことも、だからお互いに許し合うというのは興奮生活なのですね。
[02:04:06 - 02:04:10] 聞いてあげてください。あなたは感染ですかと。
[02:05:07 - 02:05:08] ってやられた話だから
[02:05:10 - 02:05:13] 、うちでは自分の色持ちの
[02:05:13 - 02:05:14] 良い
[02:05:14 - 02:05:18] 安定した場所にしっちゃうわけです。それも理想ですけど
[02:05:18 - 02:05:22] 、うちの中でもそんなものは会社と
[02:09:39 - 02:09:44] たまたまこの人生と一緒になったと思った方が、もっと頑張るんですよ
[02:09:45 - 02:09:51] 。昔からもこの体をひねっているよというは、ご本家から大体みんな頑張らないんです。
[02:09:53 - 02:09:57] 店員というふに考えていいんですか専任です。
[02:10:00 - 02:10:03] ですから夫婦関係、皆様は
[02:10:03 - 02:10:05] 一般的に言ますけど
[02:10:05 - 02:10:12] 、この例えば若い時は摘発物ですね。若い時からどんどん閉じ込んでいくと
[02:10:12 - 02:10:13] 、我々
[02:16:14 - 02:16:16] 積極的な経営をした
[02:16:16 - 02:16:19] 元の社長というのは
[02:16:20 - 02:16:22] 、社長のポストから降りて
[02:16:23 - 02:16:25] 息子さんの
[02:16:25 - 02:16:28] 代に変わったわけですけれども
[02:16:29 - 02:16:32] 、元の社長さんっていうのが
[02:16:32 - 02:16:33] 、自分の
[02:16:34 - 02:16:38] ポジションっていうのがなくなって
[02:16:40 - 02:16:40] して
[02:16:41 - 02:16:44] アイデンティティというものもなくなってしまって
[02:16:45 - 02:16:48] 事業が縮小になってそしてあの
[02:16:50 - 02:16:51] 何て言んですか
[02:16:54 - 02:17:03] 考えることもなくなって本ばっかり読んでいたりとか釣りばっかり知ったりっていうのが半年ぐらい続いたんですけれども
[02:17:04 - 02:17:05] その後あっても
[02:17:06 - 02:17:09] とても消極的な
[02:17:09 - 02:17:14] 沈んだ人間になってしまったんですけれども、そういう人を
[02:17:15 - 02:17:17] 立ち上がらせるには
[02:17:17 - 02:17:18] 、心から
[02:17:18 - 02:17:23] 心というか精神の力をふん振るい起こさなければ
[02:17:24 - 02:17:29] 体のガチャガチャになて自律神経必要とか高血圧とかになっちゃったんですけれども
[02:17:30 - 02:17:37] 心が起き上がる毎日は体の方がついていかないと思うんですが
[02:17:37 - 02:17:38] 、どういう風なことを
[02:17:39 - 02:17:41] 上限してあげたらいいでしょうか
[02:17:41 - 02:18:07] だれか。今の話に代替その答えがあったと思います。何やったっのは結局どんなものですから、お金は人生じゃないし、教育も人生じゃないし、我々がお金があること、すごい事業があることは、人生だと思っても、それは大間違いなんです。偏見は裸で生まれて、裸に死んでしまうし、ですから正しく生きることは一番大事なんです。
[02:18:07 - 02:18:24] 生きる事実を学んでないんです。金儲けることは知っていんだけど、そんなものは別に大したことないんです。動物とも金は儲かりますから、動物にお金は入れませんけど、ちゃんとシフトしてちゃんと食べていんだからね。チヌマンで何も問題なのです。人間
[02:18:24 - 02:18:28] というのは偉くはないので、動物よりいかなんです。食べ
[02:18:28 - 02:18:33] 物がこれで借金して生き生きていられない状態になるのは、ただ人間だけだから。ちゃんと
[02:18:34 - 02:18:43] 餌を何とかして作業するのはどこすか知ってるし。ですから生きることは一番大事なんですよ。ですから、借金は何ですか。それは
[02:18:45 - 02:18:59] もう徐々に変えましょうと変えるものである。、例えば何も結構殺菌して、自分で何も収入ないのあれば、もうえれ返せないでしょう。ですから、それに困ったっても、あなたこうだとか、何も良くないんです。だから
[02:18:59 - 02:19:03] 、とにかく心の明るさを失ったら、それで人生をおしまいないんです。
[02:19:04 - 02:19:15] ん何やらなくても、それはもう結局最強にもなしているだと。そのことを持ち物じゃない、為になるものじゃないんだ。養育も、健康な体力も、知識も
[02:19:16 - 02:19:18] 採算も、何も、子供たんも任意になる。結局
[02:21:09 - 02:21:14] 話しますと、長くなるんですけど、今も、今
[02:21:21 - 02:21:22] も全く
[02:21:24 - 02:21:31] 楽しみというか希望がなくて、ただもう鬱になってっていうのも
[02:21:32 - 02:21:43] 、主人が亡くなりましたから、息子二人も団体にその都度誠意を持ってやってきたつもりなんですが、ことのとく私に反抗しまして
[02:21:44 - 02:21:48] 、口も引かないような状態で。ですからちょっと
[02:21:48 - 02:21:51] 人間不信みたいになりまして
[02:21:52 - 02:21:53] 、体も
[02:21:53 - 02:22:04] 時々動けないようになってしまって、実際に貧血もしますし、血圧も下がってるんですからで、今日もなんとか
[02:22:05 - 02:22:07] 力を頂いて、そういう
[02:22:08 - 02:22:13] 上向きに行ける方法もないかなと思って。その代表紙は現
[02:22:13 - 02:22:21] 任は奥様の方だと思いますね。だから子供たちは口向け行かなとのはごくいいんですよ。そう言っていだけは、ちゃんと
[02:22:22 - 02:22:25] 向こう側は一人で頑張っていんだから、それは
[02:22:26 - 02:22:32] お母さんらしい仕事なんですよ子どもたちは自分と口向きからそれでも元気だと。よく
[02:22:35 - 02:22:46] 自分が子育てをしましたと。きちんと向こう側が親離れをしましたと。だから奥様はちゃんと自分の仕事を果たしているんです。これ
[02:22:46 - 02:22:48] からは自分のことを知る
[02:22:48 - 02:22:50] 時期なんですね。。
[02:22:54 - 02:22:56] 関係ない。係ない。
[02:22:58 - 02:23:00] 自己主義で
[02:23:00 - 02:23:03] 。兄弟とも、一人
[02:23:03 - 02:23:08] が外国人とりますけれど、自分のこしか考えな。それ
[02:23:20 - 02:23:28] で、それは気持ちはお母さとして気持ちは良のだけれどはムコーダーは精神的に安定していないということなのです。
[02:23:29 - 02:23:35] 五年、六年経ってもお母さんに手紙一つも出さないならば、もう立派なのです
[02:23:37 - 02:23:43] 。なぜならば、私もそうなのです。私は十四歳で出家した時、出家するたに家を出た時は
[02:23:44 - 02:23:47] 母が、両親、みんな先生に反対したのです
[02:23:47 - 02:23:51] 。すごく私は、もう村中を遊び回っていたのだから、みんな
[02:23:51 - 02:23:53] は消えるのはなかなか
[02:23:54 - 02:24:03] 美味しかったみたいのです。そこで、母が、お前はそんなにも生きたければ言っても、たまに手紙でも書いてくれと
[02:24:03 - 02:24:11] 僕はい、わかりました。でも14歳でもすごい自立して、一つ手紙書いたこないのですよ、母に。そこ
[02:24:14 - 02:24:16] で、僕50歳です
[02:24:17 - 02:24:28] 。そこ、母はもう亡くなったのだけど、一でも手紙書いたことがないのです。それで母が困っていたわけで困っていたわけでもないし、私は元気で頑張っていると分かって、仏教
[02:24:28 - 02:24:34] になったのは母のせいだから、また小さい時からそういう無常の話やら、そんなことばかり言っ
[02:24:34 - 02:24:36] て
[02:24:35 - 02:24:36] 家
[02:24:36 - 02:24:38] 出することになってしたのだけど、私
[02:24:40 - 02:24:49] はすごくお坊さんでもいっぱい頑張っていよと笑ったら、母があ、あいつは頑張っていのだと。それで喜んでいましたし、そこで母が病気になって
[02:24:50 - 02:24:59] 癌になっただけど、そうやって私は息子といくら食しても、息子の責任を果たさなくちゃいけないと。言って他の兄弟と一緒なっも一緒にっ、そう
[02:25:00 - 02:25:02] いう面倒を見てあげたい。だから
[02:25:02 - 02:25:05] 、無事なんですね。母が亡くなったし
[02:25:05 - 02:25:07] 、この正直やら、そういう法事やら
[02:25:08 - 02:25:18] 精一杯手紙を使ったし。ですから、この立派な育ち方というのは、手紙に一つとも書けないならば、それ
[02:25:18 - 02:25:19] でもう完璧です。
[02:25:36 - 02:25:45] 心配しているのは、おじ聞いて、おいしい方、弁護士、それは心配だけど、親子関係というのは切れないんだから。向
[02:25:46 - 02:25:54] こう側が喋れないのは喋らなくても平気だと思っているのだからなんです。もし他人だったら、すぐ
[02:25:54 - 02:25:59] お土産で持ってきてすいませでしと謝っちゃいます。それは他人のことなんです。
[02:25:59 - 02:26:02] 親子はそんなことしません。だから
[02:26:02 - 02:26:09] て。だからそれは、おいしいと願うお母さんの心が治すべきなんです。だから
[02:26:17 - 02:26:19] 子どもに支えてほしいと。子供
[02:26:20 - 02:26:25] から精神的な栄養保をしがっているんですね。それは子どもに対し失礼なんですよ
[02:26:27 - 02:26:28] 。じゃあこのままで。この
[02:26:29 - 02:26:31] まもう自分の人生を
[02:26:32 - 02:26:35] 明るくと思うんですけれども
[02:26:36 - 02:26:42] 動けなくなってしまうんです。まあまあもう明るくすれば、すぐそんなこは治りますよ
[02:26:43 - 02:26:46] とにかく子供に対する祝福は専務も
[02:26:47 - 02:26:52] 捨てるこなんです。それがある限りは、さらに自分がすごくひどい目に遭うんです
[02:26:53 - 02:26:55] 。それは母の辛いところなんですよ
[02:26:56 - 02:26:57] 。だから
[02:26:58 - 02:26:58] は
[02:26:59 - 02:27:05] 女性で生まれるのは一つの話だそうですから、それは自分で乗り換えなくてはいないのです。
