[00:00:30 - 00:00:37] ♪♪

[01:56:21 - 01:56:28] 私たちは自分でこの自分だけこそ偉いという概念を忘れれば、

[01:56:29 - 01:56:31] もうそこで病気もないし、

[01:56:31 - 01:56:35] 他の精神的な苦しみも全部消えていくんです。

[01:56:37 - 01:56:41] 忘れなくてはいけない努力を立てる人の場合しなくてはいけない。

[01:56:42 - 01:56:45] そういう観察するとどんどんね、

[01:56:45 - 01:56:48] 人間は誰でも完璧ではないんだと、

[01:56:48 - 01:56:50] 私も完璧ではないんだと、

[01:56:50 - 01:56:54] 不観戦で間違いだらけですよと。

[01:56:54 - 01:56:57] だから精一杯努力はしていますと。

[01:56:57 - 01:57:00] その精一杯は完璧ではないんだとね。

[01:57:02 - 01:57:04] だから料理失敗してたっても、

[01:57:04 - 01:57:08] 私は精一杯でそぐりましたよと、

[01:57:08 - 01:57:11] 言うと向こう側が分かりますよ。

[01:57:13 - 01:57:19] だからたまに子どもたち、母の家と顔とか描いてくれるでしょ。

[01:57:19 - 01:57:22] それ別に綺麗に描いてくれるわけじゃないんだけど、

[01:57:22 - 01:57:24] でも私たちは喜ぶでしょうね。

[01:57:25 - 01:57:28] 幼稚園の子ども、お母さんとかお父さんとか、

[01:57:28 - 01:57:31] お化けなんだよ、描くのは結局。

[01:57:31 - 01:57:33] そうお化けを描いてくれて、

[01:57:33 - 01:57:35] これをお母さんだと描いてくれたっても、

[01:57:35 - 01:57:38] 私たちはせんせんそれに腹が立てませんね。

[01:57:38 - 01:57:42] よく頑張りました、綺麗ですね、似ている似ているとかね、

[01:57:42 - 01:57:44] 言って褒めてあげるんですね。

[01:57:44 - 01:57:49] ですからそれは人の精一杯の動力は世界はちゃんと認める。

[01:57:50 - 01:57:52] でもその子どもでも、

[01:57:52 - 01:57:55] これこそ世界、学校でみんなの絵より、

[01:57:55 - 01:57:58] この絵、私の絵は綺麗ですって言ったら問題なんです。

[01:57:59 - 01:58:02] 私の友達の子どもが、

[01:58:04 - 01:58:06] 日本にいたときは、

[01:58:08 - 01:58:10] アメリカのスクールに行っていたんですね。

[01:58:10 - 01:58:15] そこで、一年のお洋服とかいうものがありますから、

[01:58:15 - 01:58:18] それでバレーダンスと座ったんです。

[01:58:18 - 01:58:21] バレーダンスの踊りにこの子を選ばれて、

[01:58:21 - 01:58:23] みんな踊っているんですね。

[01:58:23 - 01:58:28] とにかくそのちっちゃな子がすごく目立ちたがるんですよ。

[01:58:28 - 01:58:30] 目立ちたがりたくて、

[01:58:30 - 01:58:33] いろいろ他の子どもたちに文句言うんですね。

[01:58:33 - 01:58:35] あなたのこれ踊りちょっと間違っている、

[01:58:35 - 01:58:37] ああだこーだとかね。

[01:58:37 - 01:58:41] それでお父さんその場へ連れて行ったんですね、子ども。

[01:58:41 - 01:58:46] 連れて行ったら、ちょっと自分の子どもが目立ちたがりたくて、

[01:58:46 - 01:58:48] 他の子どもたちに、

[01:58:48 - 01:58:52] いろいろあっち悪い間違った、こっち間違ったとか言うのを見て、

[01:58:52 - 01:58:54] すごく気持ち悪かったんですね。

[01:58:54 - 01:58:57] お父さんすごい頭のいい人なんです。

[01:58:57 - 01:59:01] 気持ち悪かったんだけど、どうしてもないので言えないし、

[01:59:01 - 01:59:05] いたら先生にもこの子は言ったんですね。

[01:59:05 - 01:59:07] 言ったら先生は、

[01:59:07 - 01:59:11] Then you show how to do it properly と子どもたちに聞いたみたいですね。

[01:59:11 - 01:59:14] じゃあ間違っているならば、あなた見せてくださいと。

[01:59:14 - 01:59:16] 正しい踊り方と。

[01:59:16 - 01:59:22] 言ったところで子どもはもう、びっくりしててもう後ろに下がったんですね。

[01:59:22 - 01:59:25] だからそれは先生もすごく頭がいいんですね。

[01:59:25 - 01:59:27] もういい加減にしてくださいと言わないで、

[01:59:27 - 01:59:29] 人は間違っていると思うならば、

[01:59:29 - 01:59:32] 自分でやってみせなさい、正しいやり方と。

[01:59:32 - 01:59:37] 言うと自分にも本人も同じ子どもだから、できるわけないんでしょうね。

[01:59:37 - 01:59:39] そうすると他の子どもは必ず、

[01:59:39 - 01:59:42] これ間違っていると言いますからね。

[01:59:42 - 01:59:44] やっぱり本人がやっぱり、

[01:59:44 - 01:59:47] そんな人のいちいち間違っているところを言うんじゃないんだと。

[01:59:47 - 01:59:50] 自分も完璧ではないから、それを理解していたんです。

[01:59:50 - 01:59:54] 小さい時はものすごい暴れ回っていた子でしたけど、

[01:59:54 - 01:59:58] どんどん大きくなっても素晴らしい人間に変わったんです。

[01:59:58 - 02:00:00] とにかく。

[02:00:00 - 02:00:07] 両親もそれなりにものすごいしっかりしていましたし、いい先生にも巡り合って、ですからこの完璧ということは大変な問題なんです。

[02:00:07 - 02:00:14] 強いと思うから、それを認識して努力するということですか。

[02:00:14 - 02:00:23] そうですね。

[02:00:23 - 02:00:25] 自分が完全だと思い込んでいるじゃないですか。

[02:00:25 - 02:00:29] それ思い込みです。

[02:00:29 - 02:00:32] 完全欲が強いから、その落差でなる。

[02:00:32 - 02:00:34] そうですね。

[02:00:34 - 02:00:38] だからそれも少ない人は楽だし、大きいとそれをなくす努力はやっぱり人より私はしない。それは結局努力しかない。

[02:00:38 - 02:00:40] 努力しかないんです。

[02:00:40 - 02:00:49] そうです。でも常に努力することだけは大変大変なんですね。

[02:00:49 - 02:00:51] 完全というのはただの思い込みであります。完全にはならない。

[02:00:51 - 02:00:52] 完全になるというのは全てのものに通じてきた人なんですよ。それも悟りの説教術しかないんです。

[02:00:52 - 02:00:53] ですから悟りの境地に至るまでは不完全でありますから、ですから我々は一度でも間違っちゃいますよ。それは別にどうったことはないし。

[02:00:53 - 02:00:55] お釈迦様の言葉一つありますね。これはもう今時関係ないんだけど、

[02:00:55 - 02:01:00] 自分が頭が悪いと知っている人が、自分が無知であることを知っている人はただそれによって賢者になるんだと。

[02:01:00 - 02:01:05] 自分が物事を知っていると思う人が愚者に愚者に愚か者になるんだと。

[02:01:05 - 02:01:11] 国境にあるんです。

[02:01:11 - 02:01:14] バールをバンディッツァマーニー、スボーバールをティウィッチャル。

[02:01:14 - 02:01:18] それ愚か者であるのに、祖先自分が賢人だ、知識人だと思ったらさらにバカになるんだということなんです。

[02:01:18 - 02:01:22] そういうことは自分が知っているよと思ったら努力しないんですね。

[02:01:22 - 02:01:27] 私はあまり物事を知らないんだと、私は不完全だと思う人は努力するんですね。

[02:01:27 - 02:01:32] 努力積み重ねて悟りまで進むんです。

[02:01:32 - 02:01:47] 人間が不完全であるというふうに思いますと、だんだん不自由になるので、何か努力を持っているということは、自分の考え方が不完全だと思う人はどうでしょうか。

[02:01:47 - 02:01:56] 消えると思いますね。かなり。

[02:01:56 - 02:02:00] だから我々何で夫婦喧嘩をしますかというと、

[02:02:00 - 02:02:05] やっぱり自分のことを忘れて相手からいろんなものを要求するんですね。

[02:02:05 - 02:02:16] ですから問題になっちゃうし、

[02:02:16 - 02:02:22] だから自分が間違っているということをよく、不完全になることをよく認めて、

[02:02:22 - 02:02:29] 相手にもそれを言ってあげてね、私はそれほど完全じゃないんだと、相手のことをも、

[02:02:29 - 02:02:35] だからお互いにそう許し合うというのが夫婦生活なんですね。

[02:02:36 - 02:02:46] 聞いてあげてください。

[02:02:46 - 02:02:51] あなたは完全ですかと。

[02:02:51 - 02:02:56] そうです。それはもうお互いに相手で話し合いは、これここで男性なんかはもとんど全部安静しているんですね。

[02:02:56 - 02:03:01] 男性の場合はね、結婚時代。青くなり全部任せて、責任を任せて、自分からすごく自由にのんびり油断して生活すると思っちゃいます。

[02:03:01 - 02:03:10] だからこれ会社で一生懸命やられている感じだから、

[02:03:10 - 02:03:15] うちでは自分が居心地のいい安定した場所にしちゃがっちゃうんです。

[02:03:15 - 02:03:22] それも理想ですけど、うちの中でもそんなもんじゃない。会社とは同じなんです。

[02:03:23 - 02:03:27] それは男性の弱いところだと思いますよ。

[02:03:27 - 02:03:33] だいたい男性というのはほとんどどんな世界でもね、日本だけではなくて、そういう問題があるんです。

[02:03:33 - 02:03:37] ですから、

[02:03:37 - 02:03:42] そうしますと、常識に働く方がいた場合には、

[02:03:42 - 02:03:47] 改善できるようになるんですか?

[02:03:48 - 02:03:53] ちょっと聞けません。

[02:04:06 - 02:04:08] こっちは大丈夫?

[02:04:08 - 02:04:11] ここが多いです。

[02:04:17 - 02:04:24] 女性の音が聞こえない。

[02:04:24 - 02:04:32] あ、聞こえないです。

[02:04:32 - 02:04:41] あ、そうです。

[02:04:41 - 02:04:44] こっちが悪いです。すみません。あの、まあ、その、

[02:04:45 - 02:04:49] 夫が、まあ、会社の中でも上司に当たっちゃうと思うんですけれど、

[02:04:49 - 02:04:54] その場合に、風邪の場合ですと、その風邪をされるということができますけれど、夫の場合では、

[02:04:54 - 02:04:56] まあ、扇納るという感じでやっていくと、

[02:04:56 - 02:04:59] 主従一緒ですから、

[02:04:59 - 02:05:04] ストレスもかなり出てくると思うんですけれど、

[02:05:04 - 02:05:09] 会社の経営者が私の主人で、で、仕事を人間性になっているのが私で、

[02:05:10 - 02:05:16] 結婚生活でも、まあ、私の方が自由になって、下になっているわけですけれども、

[02:05:16 - 02:05:22] どうしても追い立て上げないとやっていけない部分があるんですけれども、

[02:05:22 - 02:05:25] 最後のところは、主人の方が勉強をしない人なんですけれども、

[02:05:25 - 02:05:29] それはみんなの問題ですよ。

[02:05:29 - 02:05:34] 人に言うのケースだけではないんです。だいたい、

[02:05:34 - 02:05:36] まあ、そこらへんにやっぱり女性の方々が理解すれば、

[02:05:37 - 02:05:43] 簡単だと思いますよ。

[02:05:43 - 02:05:46] 先ほどのカルマを解消するのには、慈悲とか、僕もそういうのとか、そういう精神というか、

[02:05:46 - 02:05:48] 気持ちというのを持っていれば、

[02:05:50 - 02:05:52] カルマも解消できるっておっしゃいましたけれども、夫婦というのは、何かで聞いたことあるんですけれども、

[02:05:56 - 02:05:58] 計りにかけると、夫の方が同じ重さを持っているものが次あって、

[02:05:59 - 02:06:01] 縁によって結ばれたということを聞いたことがあるんですけれども、

[02:06:01 - 02:06:03] そういう、補い合うとか、私もいらないところがたくさんあるんですけれども、

[02:06:15 - 02:06:17] そうした場合に、前のカルマというのも解消できますか?

[02:06:23 - 02:06:25] あまりこの夫婦になったのは、何かすごい昔から決まっているというふうに考え方も、あまり良くない。

[02:06:26 - 02:06:28] たまたまこの人生で一緒になったと思った方が、もっと頑張るんですよ。

[02:06:28 - 02:06:30] 昔からカルマで決めているよと、思ったから、大体みんな頑張らないんです。

[02:06:30 - 02:06:32] そうしたら、成因というふうに考えていいですか?成因です。いいですか?

[02:06:32 - 02:06:36] 上司に当たっちゃうかと思うんですけれど、

[02:06:36 - 02:06:41] その場合に、会社の場合ですと、

[02:06:41 - 02:06:46] この会社を去るっていうことができますけれど、

[02:06:46 - 02:06:49] 夫婦の場合では、

[02:06:49 - 02:06:51] まあ、

[02:06:52 - 02:06:56] 補い合うっていう感じで、

[02:06:56 - 02:06:58] やっていくと、

[02:06:58 - 02:07:01] しょっちゅう一緒ですから、

[02:07:01 - 02:07:06] ストレスもかなり出てくると思うんですけれども、

[02:07:08 - 02:07:10] 会社の、

[02:07:12 - 02:07:15] 経営者が私の主人で、

[02:07:16 - 02:07:21] 自分の右腕になっているのが私で、

[02:07:21 - 02:07:24] 結婚生活でも、

[02:07:30 - 02:07:33] 私の方が、

[02:07:33 - 02:07:37] 上になって下になっているわけですけれども、

[02:07:37 - 02:07:39] どうしても、

[02:07:39 - 02:07:41] 上になってあげないと、

[02:07:41 - 02:07:45] やっていけない部分があるんですけれども、

[02:07:45 - 02:07:47] そこのところは、

[02:07:47 - 02:07:49] 趣味のほうは、

[02:07:51 - 02:07:54] 勉強もしない人なんですけれども、

[02:07:55 - 02:07:58] ほら、みんなそんなことですよ。

[02:07:58 - 02:08:02] 一人のケースだけではないんですよ。

[02:08:03 - 02:08:07] 一人のケースだけではないんですよ。

[02:08:07 - 02:08:09] だいたいは、

[02:08:09 - 02:08:13] そこら辺に、やっぱり女性の方が理解すれば、

[02:08:13 - 02:08:16] 簡単だと思いますけれども。

[02:08:16 - 02:08:18] 先ほどの、

[02:08:18 - 02:08:21] 他にも解消するのには、

[02:08:21 - 02:08:23] 慈悲とか、

[02:08:25 - 02:08:27] 得を存とか、

[02:08:27 - 02:08:29] そういう、

[02:08:30 - 02:08:32] 精神というか、

[02:08:32 - 02:08:35] 気持ちというのを持っていれば、

[02:08:35 - 02:08:38] カルマも解消できると、

[02:08:38 - 02:08:40] おっしゃらないんですけれども、

[02:08:40 - 02:08:42] 夫婦というのは、

[02:08:42 - 02:08:46] 何かで聞いたことがあるんですけれども、

[02:08:46 - 02:08:48] 計りにかけると、

[02:08:48 - 02:08:50] 夫の娘が、

[02:08:50 - 02:08:53] 同じ重さを持っているものが、

[02:08:53 - 02:08:55] つり合って、

[02:08:55 - 02:08:57] 縁によって結ばれちゃう、

[02:08:57 - 02:09:00] と聞いたことがあるんですけれども、

[02:09:02 - 02:09:04] そういう、

[02:09:08 - 02:09:10] 補うとか、

[02:09:10 - 02:09:12] 私にも、

[02:09:12 - 02:09:14] いただいたところが、

[02:09:14 - 02:09:16] あるんですけれども、

[02:09:16 - 02:09:18] そうした場合に、

[02:09:18 - 02:09:20] 我のカルマというものを、

[02:09:20 - 02:09:22] 解消できるのか。

[02:09:23 - 02:09:25] えー、

[02:09:25 - 02:09:27] あまり、

[02:09:27 - 02:09:29] 夫婦になったのは、

[02:09:29 - 02:09:31] 何かすごい、

[02:09:31 - 02:09:33] 昔から決まってる、

[02:09:33 - 02:09:35] という考え方も、

[02:09:35 - 02:09:37] あまり良くない。

[02:09:37 - 02:09:39] まあ、

[02:09:39 - 02:09:41] たまたま、

[02:09:41 - 02:09:43] 人生で一緒になったと思ったほうが、

[02:09:43 - 02:09:45] もっと頑張るんですよ。

[02:09:45 - 02:09:47] 昔から、

[02:09:47 - 02:09:49] カルマで決めてるよ、

[02:09:49 - 02:09:51] と思ったから、

[02:09:52 - 02:09:54] そしたら、

[02:09:54 - 02:09:56] 成人っていうふうに考えて、

[02:09:56 - 02:09:58] 成人です。

[02:10:00 - 02:10:09] ですから、この夫婦関係は皆さんには理観的に言いますけど、例えば若い時は結婚するんですね。

[02:10:09 - 02:10:19] それで若い時からどんどん年を取っていくと、我々この夫婦の間の関係をどうにか変えなくちゃいけないんです。

[02:10:20 - 02:10:29] 片方が工事人がありまして、どんどん勉強していきまして、

[02:10:29 - 02:10:39] 片方の方がそのままでいた場合に、ある程度の年月が経ちますと、焼きが出ますね。

[02:10:39 - 02:10:52] まあ、そこって例えば奥さんがすごく進行深くなると旦那さんから全く進行にも関心になる。

[02:10:52 - 02:10:58] 旦那さんが一生懸命就勤を走ると奥さんから全く嫌だと思って逆に言っちゃうとかね。

[02:10:58 - 02:11:06] それをお互いにあまりにも信頼させているんだから、愛想はやっているんだから私のことまででも終わっちゃうんですよ。

[02:11:06 - 02:11:13] だからそこにベストに奥さんからすごく進行深くなると旦那さんが全く言いませんだけど、

[02:11:13 - 02:11:17] 結局は任せるんだけど、別に真実は。

[02:11:17 - 02:11:21] 夫婦っていうのはそんなもんで、

[02:11:21 - 02:11:29] 例えば奥さんからどこか誰かの結婚式に行ったと、旦那さんが何とかそこに行かないように頑張っちゃうと。

[02:11:29 - 02:11:32] でも旦那さんが行けなくちゃいけない場合はあるでしょう。

[02:11:32 - 02:11:36] あるんだけど、じゃあまあ、あなた行ってみなさいとかね。

[02:11:36 - 02:11:44] そういうものをこの無責任ではなくて、あまりにも相手に愛情をひたがらない。

[02:11:44 - 02:11:49] それは夫婦の間で困れなっちゃうんですね。

[02:11:49 - 02:11:59] 信頼されすぎていた時には、知らされている方は負担になるわけですよね。

[02:11:59 - 02:12:03] それを考え方次第ですからね。

[02:12:03 - 02:12:13] とにかく年越って夫婦はお互いに仲良い人生の仲良い生活のものですから、

[02:12:13 - 02:12:18] すごくいい友達関係するだけじゃいけないんです。

[02:12:18 - 02:12:22] 夫婦の間でいろいろと夫婦がやりて、

[02:12:22 - 02:12:38] 例えば奥さんが一生懸命旦那さんの面倒を受け入れるように申し込む、そういう関係もあるんだけど、それよりは現代社会ではお互いに仲良い専業であって友達ですけど、お互いに仲良い関係で反省を早く持っていくんですね。

[02:12:38 - 02:12:47] ですから町の考え方、自由に行きたいとかね。

[02:12:47 - 02:12:51] 例えば旦那さんが選挙に協力しない方があなたのために勉強でもしてたらどうですかとかね、

[02:12:51 - 02:12:58] 例えば、なかなか全然勉強がないんだったら、あなたの名前で勉強でもしたらどうですかとかね。

[02:12:58 - 02:13:02] 何とかそういうふうにものすごく平気で行ったりとか。

[02:13:02 - 02:13:06] で、僕側も平気で自分に何か言ったって全く気にしないで、

[02:13:06 - 02:13:13] 例えばもうわがままとかね、言いたいことが言えるのは自分の奥さんしかないし、

[02:13:13 - 02:13:17] その前は全く平気で行ったりとかね。

[02:13:17 - 02:13:22] 旦那さんが自分自身のことを言ったっても何ともともなる、自分のことをするのとかね。

[02:13:22 - 02:13:25] 自分のことをその状態で。

[02:13:25 - 02:13:27] それですごくうまくいっちゃいますよ、他の社会で。

[02:13:27 - 02:13:30] あまり反応しちゃいけない。

[02:13:30 - 02:13:35] 例えば旦那さんが自分の奥さんがお前の時はどういうお世話かと言ったっても、それ全く受け取らないことなんですね。

[02:13:35 - 02:13:38] 別にそれ全く受け取らないことなんて。

[02:13:39 - 02:13:42] それはもうバカだからいいんではなくて、

[02:13:42 - 02:13:48] 面倒かけてバカと言えるのは自分の奥さんしかないんですよ、この世の中で。

[02:13:48 - 02:13:51] ですからまあそういうふうに、

[02:13:51 - 02:13:54] よく喧嘩するのもそういうわけなんですけど、

[02:13:54 - 02:13:58] そういう風に喧嘩するんだけど、その子が社会なんかで喧嘩しませんから。

[02:13:58 - 02:14:01] お互いでもすごい立派な生活をしますよ。

[02:14:01 - 02:14:05] 二人にはよくいいやったりするわけ。

[02:14:05 - 02:14:08] ですからやっぱりわがまま言えるのも、すごく相手だけなんですよ。

[02:14:08 - 02:14:12] つってのはまあ僕たち相手だけなんですよ。

[02:14:12 - 02:14:18] ですからあまりにも相手に自分のことを勉強を見てもらうというよりは、

[02:14:18 - 02:14:23] 自分が一層も相手のことを心配して、一心で勉強みたいなことを。

[02:14:23 - 02:14:26] そういうふうにすごくいい友達だと。

[02:14:26 - 02:14:33] お互いに喋るなくても、お互いにただ言うだけで十分だと。

[02:14:34 - 02:14:38] それで満足感ってあるじゃないですか。

[02:14:40 - 02:14:45] そういうふうに、年頃と同時に我々の感覚を変えなくちゃいけない。

[02:14:45 - 02:14:49] 例えば若い時は男性は金と金儲けなくちゃいけないし、

[02:14:49 - 02:14:54] それに走っちゃうし、それで奥さんがそれを支えておくだけになっちゃうんですけど、

[02:14:54 - 02:14:58] どうせこっちこっちも金儲けの仕事をやっちゃいますから、

[02:14:58 - 02:15:01] それでお互いに、あれじゃないと一緒にいるんだから、

[02:15:01 - 02:15:05] 例えば同時に出かければ一緒になっちゃうんですね、一緒に。

[02:15:05 - 02:15:08] 友達見せちゃう。

[02:15:08 - 02:15:12] で、自分がやってることに動員で引っ張ったりとか、

[02:15:12 - 02:15:18] 向こう側がやってることに自分の子は言わなきゃいけないとか参加したりとか、

[02:15:18 - 02:15:21] そういうようなことでこれをすることが、

[02:15:21 - 02:15:24] 人と同じ関係することになります。

[02:15:25 - 02:15:41] 仲間で、学年の時に借金でまいって、機械とかテレビとか出会ってきて、

[02:15:41 - 02:15:50] その大きい企業の下で、下掛けさんとしてやってたんですけれども、

[02:15:51 - 02:15:59] それが空洞化で外へ出ていくようになりまして、仕事が来なくなって、

[02:15:59 - 02:16:02] 返済がなどこういうことになって、

[02:16:02 - 02:16:10] そして息子さんも同じ会社でやってたんですけれども、

[02:16:11 - 02:16:19] 借金を積極的な経営をした元の社長というのは、

[02:16:19 - 02:16:28] 社長のポストから降りて、息子さんの代に変わったわけですけれども、

[02:16:28 - 02:16:37] 元の社長さんというのが、自分のポジションというのがなくなって、

[02:16:37 - 02:16:44] そしてアイデンティティというものもなくなってしまって、

[02:16:44 - 02:16:56] 事業が縮小になって、そして考えることもなくなって、

[02:16:56 - 02:17:03] 本ばっかり読んでいたり、釣りばっかり引いたりというのが半年ぐらい続いたんですけれども、

[02:17:04 - 02:17:13] その後あっても、とても消極的な沈んだ人間になってしまったんですけれども、

[02:17:13 - 02:17:23] そういう人を立ち上がらせるには、心から精神の力を振り起こさなければ、

[02:17:23 - 02:17:29] 体がガタガタになって、微力神経失調とか口血だとかになっちゃったんですけれども、

[02:17:30 - 02:17:37] 心が起き上がらないうちは、体のほうがついていかないと思うんですけれども、

[02:17:37 - 02:17:41] どういうふうなことを助言してあげたらいいのでしょうか。

[02:17:41 - 02:17:45] だから基本の話で大体その答えがあったと思うんですけれども、

[02:17:45 - 02:17:48] 何やったっても結局そんなもんですから、

[02:17:48 - 02:17:52] お金は人生じゃないし教育も人生じゃないし、

[02:17:53 - 02:18:00] 我々がお金があること、すごい事業があることはもう人生でどうでもいいけど、それは大間違いなんですね。

[02:18:00 - 02:18:04] 人間は裸で生まれて裸に住んでしまっちゃうし、

[02:18:04 - 02:18:08] ですから正しく生きることが一番大事なんですね。

[02:18:08 - 02:18:11] 生きる技術を学んでないんです。

[02:18:11 - 02:18:16] 金を売ることは知ってるんだけど、そんなものはもう別に大したことないんですよ。

[02:18:16 - 02:18:18] 動物とも金は儲かりますから、

[02:18:18 - 02:18:22] お金はいりませんけど、ちゃんと仕事をしててちゃんと食べているんだからね、

[02:18:22 - 02:18:24] 死ぬまで何も問題ない。

[02:18:24 - 02:18:28] ですから人間っていうのはそんな偉くはないんです。動物よりいかないんです。

[02:18:28 - 02:18:34] 食べるものがなくて借金してて生きていられない状態になるのはただ人間だけだから。

[02:18:34 - 02:18:38] ちゃんと餌を何とかしてて探すのは動物は知ってるし、

[02:18:38 - 02:18:41] ですから生きることが一番大事なんですよ。

[02:18:41 - 02:18:44] ですから借金は何ですか?それはもう徐々に変えましょうと変えるものであると。

[02:18:45 - 02:18:48] 徐々に返しましょうか、返すものであれば。

[02:18:48 - 02:18:54] 例えば何もお金を借りても借金してて自分で何も仕事がないならばもう返せないでしょう。

[02:18:54 - 02:18:59] ですからそれに困ったってもね、何だこれだとかね、何も意味ないんです。

[02:18:59 - 02:19:04] だからとにかく心が倒しになったらそれで人生はおしまいなんですよ。

[02:19:04 - 02:19:08] 何をやったって言うのも、それはもう結局最初のごやすいんだと。

[02:19:08 - 02:19:11] それほど持ち物じゃない、ためになるものでないんだと。

[02:19:11 - 02:19:19] 教育も、健康も、体力も、知識も、財産も、

[02:19:19 - 02:19:23] 結局、ためになりますよ、ためにならないんだと思って、

[02:19:23 - 02:19:27] そう一方の感触は明るく成活することなんですよ。

[02:19:27 - 02:19:32] ですからそういうふうにちゃんと幸運を起こさなくちゃいけないんです。

[02:19:32 - 02:19:35] その場合はそれは飲みに行かなければ何にも意味がないんだけど、

[02:19:35 - 02:19:38] まあ大人にもいいんだからお子様にも教えてあげてください、

[02:19:38 - 02:19:43] まあそういう、人生はそんな借金したって何ですかと。

[02:19:43 - 02:19:46] 授業は全部失敗したって何ですかと。

[02:19:46 - 02:19:50] 全部破産したって何かどうかと。

[02:19:50 - 02:19:52] でもあんまり生きてることはない。

[02:19:52 - 02:19:55] 生きてることはもっと大事ですよ。

[02:19:55 - 02:20:00] だから元気で健康的で頑張っちゃうから生きていきましょう。

[02:20:00 - 02:20:07] 時間ちょっとありますが、また他の対話しますか?

[02:20:07 - 02:20:13] これが長々で知事でVですけれども、

[02:20:13 - 02:20:20] 実はすごいおじいさんになりますね、

[02:20:20 - 02:20:27] 外国人で台湾の方に帰っていたりして。

[02:20:27 - 02:20:31] 後でゆっくり聞いてみますか?

[02:20:31 - 02:20:33] だからちょっと、この質問のことを。

[02:20:33 - 02:20:36] はい、分かりました。

[02:20:36 - 02:20:39] また後でゆっくり聞きますから。

[02:20:39 - 02:20:43] ちょっと時間が、他にいらっしゃいますか?

[02:20:43 - 02:20:47] 他にありますか?

[02:20:47 - 02:20:51] こちらから質問でよく分かりますか?

[02:20:51 - 02:20:54] また後でゆっくり聞きますから。

[02:20:54 - 02:20:59] ちょっと聞いていますか?

[02:20:59 - 02:21:04] いいですか?

[02:21:04 - 02:21:06] ちょっと過去のことを話しますと長くなるんですけれども、

[02:21:06 - 02:21:12] 今は全く楽しみというか希望がなくて、

[02:21:12 - 02:21:20] ただの鬱になって、というのも、

[02:21:21 - 02:21:28] 主人が亡くなりましたから息子二人もだんだんに、

[02:21:28 - 02:21:32] その都度整理を持ってやってきたつもりなんですが、

[02:21:32 - 02:21:37] 子供とく私に反抗しまして、

[02:21:37 - 02:21:41] 口も聞かないような状態で、

[02:21:41 - 02:21:44] 人がちょっと人間不審みたいになりまして、

[02:21:44 - 02:21:47] 体も時々動けないようになってしまって、

[02:21:47 - 02:21:52] 実際に血圧もしますし、

[02:21:52 - 02:21:58] 血圧も下がっているんですけど、

[02:21:58 - 02:22:03] なんとか力をいただいて、

[02:22:03 - 02:22:07] 上向きに生きる方法もないかなと思って、

[02:22:07 - 02:22:11] 生きてしまったんです。

[02:22:11 - 02:22:16] 原因はお子様の方だと思いますね。

[02:22:16 - 02:22:20] だから子供たちは口も聞かないというならばすごくいいんですよ。

[02:22:20 - 02:22:25] そういう政策はちゃんと向こう側一人で頑張っているんだから、

[02:22:25 - 02:22:29] それはお母さんなし仕事なんですよ。

[02:22:29 - 02:22:34] 子供たちは自分と口も聞かない、それでも元気だと。

[02:22:34 - 02:22:38] よく自分が子育てをしましたと。

[02:22:38 - 02:22:41] きちんと向こう側が親離れをしましたと。

[02:22:41 - 02:22:45] だからお子様はちゃんと自分の仕事を果たせるんですね。

[02:22:45 - 02:22:49] これからは自分のことを知る時期なんですね。

[02:22:49 - 02:22:54] 子供のちょっとどう考えても正しくない方を。

[02:22:54 - 02:22:56] 関係ない、関係ない。

[02:22:56 - 02:22:57] それはもうお母さんのこと。

[02:22:57 - 02:22:59] 自己主義で兄弟とも本当に一人が外国にとりますけれども、

[02:22:59 - 02:23:00] 自分のことしか考えないという。

[02:23:00 - 02:23:05] それでいいと思いますよ。

[02:23:05 - 02:23:07] それですごくいいんですよ。

[02:23:07 - 02:23:12] いい人でもお母さんに話しかけたり電話かけたり、

[02:23:13 - 02:23:15] ああだこうだということは、

[02:23:15 - 02:23:19] それは気持ちはお母さんとして気持ちはいいんだけど、

[02:23:19 - 02:23:21] それは向こう側精神的に安定していないということなんですよ。

[02:23:21 - 02:23:24] 5年6年経ってもお母さんに手紙一つも出さないならばもう立派なんです。

[02:23:24 - 02:23:29] 出さないと私もそうなんですよ。

[02:23:29 - 02:23:34] 私は14歳で出家した時、出家するために家に出た時は母が両親みんな親戚反対してたんです。

[02:23:34 - 02:23:37] すごく私は村中遊び回っていたんだからみんな私は消えるのはなかなかおいしがったみたいですね。

[02:23:37 - 02:23:40] それで母がお前がそんなに家に行きたければ行ってもたまに手紙でも書いてくれと。

