[00:00:30 - 00:00:36] 槁 競馬
[00:00:52 - 00:00:54] いろんなことを
[01:35:54 - 01:36:05] その場合はよくわかることは、生まれつき病気になるか、あるいは突然病気になるか、それは両方あります。
[01:36:06 - 01:36:14] なかなか薬も効かない。治療法も効かない。なんでなく慢性的なようなものになるんですね。
[01:36:15 - 01:36:18] なかなか治らない。
[01:36:21 - 01:36:24] それに沿っていかなくちゃいけない。
[01:36:25 - 01:36:31] と同時にその人の性格の中にこの原因は見えるんです。
[01:36:32 - 01:36:38] 例えば癌になったと。癌になったのは過去の合脳性だったら当然その人はすごいわがまま。
[01:36:38 - 01:36:44] 自分勝手。結構相手に迷惑をかける。
[01:36:45 - 01:36:52] そういう嫌らしい性格があるんですよ。何か嫌な性格を持っているんです。
[01:36:53 - 01:37:02] それは我々がわかるように、こういう性格で過去性で頑張ってそういう絡みになっているんだと。
[01:37:02 - 01:37:11] あるいはすごい不親切とか。残酷な優しい心を持っていないとか。
[01:37:12 - 01:37:18] 商売の鬼というふうに、鬼みたいに悪いことをして商売をしたりとか。
[01:37:19 - 01:37:27] それで最後にどんどん絡みの力が消えていくと悪い絡みが残っちゃって病気になったりするんです。
[01:37:27 - 01:37:34] だいたいその場合はもうほとんどどうしようもないんですよ。
[01:37:35 - 01:37:40] どうしようもないのは、カルマがわからないんだからなんです。
[01:37:41 - 01:37:45] どんなカルマ、どんな業をやっていましたかとわからないんだからなんです。
[01:37:46 - 01:37:56] その場合は、よくカルマのことを勉強している、大変な仏教の知識なんかある誰かに相談して
[01:37:57 - 01:38:03] その場合だけ、誰かによく相談して自分の人生をよく見て、
[01:38:04 - 01:38:15] この新しいカルマをそむ、新しい道徳、徳をそむようにする。
[01:38:16 - 01:38:21] そうすると薬を飲むよりは早く病気が治ります。
[01:38:21 - 01:38:27] 具体的に今は言いません。このカルマによってやり方が違いますから。
[01:38:28 - 01:38:40] だいたい良いのは、自分でも弱い人々を助けることなんですね。いつでも。
[01:38:41 - 01:38:46] 何て言いますか。
[01:38:48 - 01:38:55] よくやってみてください。いつでもこの弱い人を優しい心で助けてあげること。
[01:38:56 - 01:39:00] いろんな弱さの人々がいるんですね。それ、動物も生えるんですよ。
[01:39:01 - 01:39:13] 動物の全部生命。生えてあって、ただ必要な人は必要な時は助けてあげてください。
[01:39:14 - 01:39:21] 知識の助け必要な人には知識を与える。お金の助け必要な人にはお金を与える。
[01:39:22 - 01:39:27] ちょっとしたすきあいの助け必要な人にはすきあいをしてあげる。
[01:39:28 - 01:39:37] 体で手で助けてあげるべき人は手助けをする。そういうふうなことをしてあげてください。
[01:39:40 - 01:39:46] そうすると自分の過去のカルマは何であろうか徐々に消えてきます。
[01:39:47 - 01:39:51] それから助ける時はものすごく気をつけてください。
[01:39:51 - 01:39:56] 助けられる側には何の負担もならないように。
[01:40:00 - 01:40:07] 例えば寝たきりの人を私たちは行って看病すると。そうする寝たきりの人は申し訳なく、申し訳なく、
[01:40:07 - 01:40:13] 心苦しく思うか思うならば、我々のタスクは助けになっていないんです。
[01:40:13 - 01:40:19] ですから私たちはいっそでも気をつけて、相手の心を慰めてあげるんですね。
[01:40:19 - 01:40:29] あの、やらせてください、すみません、これはもう、ぜひ私がやりたいんですよ、と。そんな感じで。
[01:40:29 - 01:40:33] で、こちらがありがとうございますと言わなくちゃいけない。
[01:40:33 - 01:40:41] 例えば歩けない人はどこかへ、例えばこの椅子の人はこの階段があって、もう自分が運んであげたと。
[01:40:41 - 01:40:46] それで向こうの人はありがとうと言うまで本当にどうもありがとうございますと。
[01:40:46 - 01:40:52] 自分には良いことをできましたからね。向こう側に感謝するんです。
[01:40:52 - 01:40:58] そこはもうポイントです。それないんだからみんなもうみんな良いことをしますよ。
[01:40:58 - 01:41:10] でもそれほど結果は味わえないんです。日本の方々はもう結構もう、世界的に見ると結構立派な良いことをしますよ。
[01:41:10 - 01:41:15] するんだけど、ちょっとなんかどうかでその結果は得られないように感じます。
[01:41:15 - 01:41:24] なぜかというと、なんか日本文化的に、向こう側から一生懸命感謝して褒めて欲しかったんです。
[01:41:26 - 01:41:31] それ褒めてもらいたいという、これは皆様の苦しみのもとなんです。
[01:41:34 - 01:41:36] いつでも感謝して欲しいんです。
[01:41:38 - 01:41:42] だから日本の文化ってのはむちゃくちゃなんです。すごいややこしいんですよ。
[01:41:42 - 01:41:52] まあ中元やら、お正月になったらまたいろいろいろなものを送ったり、またお返しに、ああだこうだとかね。
[01:41:52 - 01:42:01] それはそれなりに美しいんだけど、それはそれで置いておいて、でも得になるのは、それは得にならない。
[01:42:01 - 01:42:08] 得になるのは、私は人を助けてあげてから、助けられた人に私はありがとうございましたと。
[01:42:09 - 01:42:17] という気持ちで、自分が感謝すること、それだけよく覚えて人々に優しくしてください。
[01:42:17 - 01:42:20] そうすると、からまによって生まれる病気も治ります。
[01:42:20 - 01:42:26] まあ、またいろいろたくさんの方法があるんですが、どうしましょうか、時間にはなりました。
[01:42:27 - 01:42:35] 一応、質問時間をとったんですが、一応50分ですから、結果は45分の1時間、質問になるということになります。
[01:42:35 - 01:42:42] はい、じゃあこの辺で、テーマのほんの一部なんです、今日しゃべったの。
[01:42:42 - 01:42:44] またいろいろたくさんあります。
[01:42:44 - 01:42:54] 一応あまり長くしゃべったっても、全部忘れちゃいますので、まあそこら辺で休憩します。
[01:42:55 - 01:43:00] それでは、50分休憩しまして、あと質問の時間に関して質問の方がいらっしゃいますので、
[01:43:08 - 01:43:14] 質問が早い場合は、ここに来てください。
[01:43:16 - 01:43:18] はい、どうなんですか。
[01:43:18 - 01:43:30] 子供の場合、2歳とか3歳の子供が喘息とか苦しんでいる場合に、
[01:43:30 - 01:43:40] 例えば心を治せば病気が治ると言っても、子供はもともと純粋な心ではあると思うんですけども、
[01:43:40 - 01:43:48] また、親が心が治せば、子供の病気が治るんだよという話も聞くんですけども、
[01:43:48 - 01:43:54] なかなか、子供の病気がそう単純に治るとも思えないんですけども、
[01:43:54 - 01:44:00] そういった場合、子供の病気がカルマだからしょうがないんだよと、解くわけにもいかないですし、
[01:44:00 - 01:44:04] その辺はどうなんでしょうか。
[01:44:05 - 01:44:11] その場合は本当にいろいろ問題なんですけど、
[01:44:12 - 01:44:22] 喘息のような病気の場合は、だいたい両親のストレスがすごく関係あるんです。
[01:44:22 - 01:44:28] 両親の問題がすぐ子供に移ってしまっちゃうんですよ。
[01:44:28 - 01:44:36] 僕は見たところで、だいたいお母さんかお父さんか病気で悩んでいると、子供たちもすぐ病気になっちゃうんですね。
[01:44:36 - 01:44:44] あれは病気ではなくて、子供たちの精いっぱい親に対する優しい心なんですよ。
[01:44:44 - 01:44:48] だからすごく悲しくなっちゃう、その場合はね。
[01:44:48 - 01:44:51] 子供は別に元気で遊んだほうがいいのに、
[01:44:51 - 01:44:55] 私が知っているそういう子供が何人かいて、
[01:44:56 - 01:44:59] 子供は病気なんですね、そういう喘息で。
[01:44:59 - 01:45:04] 見たらお母さんも、やっぱりこの子供も同じ病気で悩んでいるよと。
[01:45:04 - 01:45:13] 僕は見たところで、そういうことよりは子供たちは本当はものすごく親、両親のことを大変心配しているんですよ、小さい割に。
[01:45:14 - 01:45:22] ですから自分たちが分からないんだけど、精神的に自分も病気になって変わらない苦しんでいるような感じなんです。
[01:45:22 - 01:45:32] それで両親で言ってあげたんですね、あんた方は自分たちと病気であろうか、子供たちにそれは関係ないように行動してくださいと。
[01:45:33 - 01:45:43] だから自分の病気は子供に言ったりも、ああだこだしないで、ちょっと明るくやってくださいと言ったら、しっけり治ったんですよ。
[01:45:45 - 01:45:50] また小さい時の病気は大きくなってくると治る場合もありますし、
[01:45:53 - 01:45:59] とにかく赤ちゃんの時も病気であろうか、できるだけストレスたまらないように
[01:45:59 - 01:46:07] 明るく落ち着いて我々は子供育てをしなくちゃいけない。
[01:46:09 - 01:46:16] 子供は言葉をしゃべれませんが、一つ覚えてほしいのは赤ちゃんなんかは赤ちゃんではないんです。
[01:46:17 - 01:46:21] 過去から来るものだから結構大人なんですよ。
[01:46:22 - 01:46:27] 赤ちゃんになるのは5歳、6歳になって赤ちゃんではない子供になるのは。
[01:46:28 - 01:46:34] 子供がしゃべらない間では自分たちがすごい大人のように行動するんです。
[01:46:35 - 01:46:37] でもなかなかコミュニケーションできないんですね。
[01:46:38 - 01:46:43] 体が不自由なんですね。そこですっごくストレスたまっちゃうんですね。
[01:46:44 - 01:46:49] 自分たちには赤ちゃんの時代を覚えられる方々がいるんですよ、どなたか。
[01:46:50 - 01:46:57] いわゆるおっぱい飲んでいた時期を覚えていらっしゃる方々がいるならば、なんとなく実感があると思いますよ。
[01:46:58 - 01:47:00] ものすごく嫌なんです、その時は。
[01:47:02 - 01:47:10] 自分がものすごく心では立派な人間なんですけど動けない、歩けない。
[01:47:11 - 01:47:16] お腹が空いたらもうどうしようもない。そこでものすごくキャーと泣くんですね。
[01:47:16 - 01:47:19] 泣くときも怒りがないで泣いちゃうんです。
[01:47:20 - 01:47:33] ですからそれは我々は大人が理解して赤ちゃんだ、かわいいかわいいということよりは立派な人間という感じで接する必要はあるんです。
[01:47:34 - 01:47:36] でももうかなり良くなるんです。
[01:47:36 - 01:47:55] 加工の体といえばアトピーとかね、それもどんどん大きくなってきて、いい行いをしていていい心を持っていると消えちゃうんです。
[01:47:55 - 01:48:06] アトピーできる子どもも両親のストレス?
[01:48:07 - 01:48:09] それはストレスじゃないんですね。
[01:48:10 - 01:48:14] それはもうストレスじゃなくて本人持っているものなんですね。
[01:48:15 - 01:48:18] こういう組み合わせがあるんですよ。
[01:48:19 - 01:48:34] 例えば親がどうしても大変な、例えばわかりやすく言えば過去で何とか悪い事をして、その結果で困らなくちゃいけない。
[01:48:35 - 01:48:42] その場合は自分にそういう病気の子どもが助けられるような組み合わせになっちゃうんですね。
[01:48:42 - 01:48:58] ですから子どもアトピーでやるならば、自分たちがああ大変だではなくてそれにちゃんと立ち向かって、私たちはそれなりに大変この血水状態を乗り越えなくちゃいけないんだと。
[01:48:59 - 01:49:01] みんなの問題として扱わなくちゃいけないんですね。
[01:49:01 - 01:49:03] 扱わなくちゃいけないんですね。
[01:49:04 - 01:49:14] 加速になるのはお互い別の人間なんですけど、お互いに過去で何とか因縁があったんだからなんです。
[01:49:16 - 01:49:24] ですから自分にはものすごく言う事を聞かない、すっごい悪い子どもが出来上がってもしょうがないんですよ。
[01:49:24 - 01:49:33] 自分の宗教だと思って一生懸命その子を育てるように行動しなくちゃいけない。
[01:49:34 - 01:49:38] そこですごく日本で間違うところは我が子と思うんですね。
[01:49:39 - 01:49:42] その我が子だと思う言葉だけは忘れてください。
[01:49:43 - 01:49:47] 我が子ではありません。私の子どもではありません。
[01:49:47 - 01:49:54] それはもう因縁の中で存在の中で一人の生命であって、たまたま私のところに来ていただけましたと。
[01:49:55 - 01:49:57] ですから末永くよろしくと。
[01:50:00 - 01:50:04] その責任はその小さな命を立派な大人にしてあげること。
[01:50:04 - 01:50:06] それ自分の責任が終わり。
[01:50:06 - 01:50:12] その代わりに子供から弱食してほしいとか、子供から老後を面倒見てもらいたいとか、
[01:50:12 - 01:50:18] そういう責任感はならないように子供を育てなくちゃいけないんです。
[01:50:18 - 01:50:24] ですから我が子ではなくて、日本の仏教から言えば、
[01:50:24 - 01:50:27] 仏様から頂いた仏様の子供だと、
[01:50:27 - 01:50:30] ですから大きく捨てて仏様に返してあげるんだと。
[01:50:30 - 01:50:33] 扱い者なんですね。
[01:50:33 - 01:50:38] 扱い者だからすごい大事に丁寧に育てなくちゃいけない。
[01:50:38 - 01:50:42] 我々扱い者であることは忘れてしまっている。
[01:50:42 - 01:50:44] 私の子だと。
[01:50:44 - 01:50:48] ですからわがままで私の意思に育てようと思っちゃうんですね。
[01:50:48 - 01:50:50] 自分の希望で。
[01:50:50 - 01:50:56] それは子供たちにとってものすごい悪いなんです。
[01:50:56 - 01:51:04] それは子供の存在価値観を、存在価値を否定することなんです。
[01:51:04 - 01:51:10] 世の中で一番嫌なのは、自分に生きる価値がないということなんですよ。
[01:51:10 - 01:51:14] 両親が子供にそれをさせているんです。
[01:51:14 - 01:51:16] あなたには生きる価値がないんだと。
[01:51:16 - 01:51:19] あなたは私のものだと。
[01:51:19 - 01:51:21] 赤ちゃんは喜んじゃうんですよ。
[01:51:21 - 01:51:24] 私のもの宝物だと赤ちゃんが喜んじゃう。
[01:51:24 - 01:51:26] なぜならば赤ちゃんがすごいするんです。
[01:51:26 - 01:51:29] 大人だから赤ちゃんだけは。
[01:51:29 - 01:51:31] 赤ちゃんが知ってるんですよ。
[01:51:31 - 01:51:36] 親に、肉にすごくいい顔、いい子にしてあげなきゃ
[01:51:36 - 01:51:39] 自分がちゃんと面倒見てもらわないんだと。
[01:51:39 - 01:51:42] すごい可愛い子だったら夜泣きしてたっても
[01:51:42 - 01:51:46] 12時でも朝2時でもお母さんが送りむんですよ。
[01:51:46 - 01:51:49] ですから赤ちゃんだけは
[01:51:50 - 01:51:54] 私の宝物だよとか可愛がってあげると喜んじゃうんです。
[01:51:54 - 01:51:58] どんどん自分で歩くようになってくるとそれはあまり良くないんです。
[01:51:58 - 01:52:01] ですから私の子だと思うと
[01:52:01 - 01:52:05] その子供には生きる価値が消えちゃうんです。
[01:52:05 - 01:52:07] 母のために生きてるんだから。
[01:52:07 - 01:52:10] 父のために生きてるんだから。
[01:52:10 - 01:52:14] それで結局父を母を殺したくなっちゃうんです。
[01:52:14 - 01:52:20] 日本では将棋のプロの人を息子に殺されたというケースが
[01:52:20 - 01:52:23] 僕は専門でテレビで見て覚えてますけど
[01:52:23 - 01:52:28] その場合も子供には立派な大人なのに生きる価値がないんですね。
[01:52:28 - 01:52:32] なぜならお父さんがあまりにも立派で
[01:52:32 - 01:52:35] 自分の理想に子供を育てようとしてるんですね。
[01:52:35 - 01:52:40] それはお父さんの気持ちは我々大人だから分かりますけど
[01:52:40 - 01:52:44] でも子供は別荘な人間だからしょうがないでしょう。
[01:52:44 - 01:52:48] 将棋のプロに生まれた子供は将棋は大嫌いで
[01:52:48 - 01:52:52] 頭は全くない人であったってしょうがないでしょ。
[01:52:52 - 01:52:55] 自分が預かりた子供を預かった子供だから
[01:52:55 - 01:53:00] ものすごい丁寧にその子供の生き方に沿って育ててあげて
[01:53:00 - 01:53:03] 社会に返してあげる。
[01:53:03 - 01:53:08] それだけあればだいたい子供の病気っていうのは
[01:53:08 - 01:53:10] ほとんど治りますよ。
[01:53:10 - 01:53:13] アトロピーのようなものはもしかすると
[01:53:13 - 01:53:15] カルマのせいだと思います。
[01:53:15 - 01:53:17] はっきりとは言えません。
[01:53:17 - 01:53:20] 汗かいて言うと食べたいものを食べられないし
[01:53:20 - 01:53:25] いろいろね、たとえば卵を食べない、乳製品食べられないと言うとね
[01:53:25 - 01:53:28] かなりきっついんだからね。
[01:53:31 - 01:53:34] そういうことでちょっとややこしいんだけど。
[01:53:34 - 01:53:37] はい、ありがとうございました。
[01:53:37 - 01:53:41] またいろいろどうぞ、自由に聞いてください。
[01:53:58 - 01:54:03] それは人間の本来の癖なんですね。
[01:54:03 - 01:54:08] 生命はみんな自分が偉いと思っているんですよ。
[01:54:08 - 01:54:15] 私が唯一なものであるという実感がみんな持っているんです。
[01:54:15 - 01:54:19] それは無明と言うんです、仏教で。無知だと。
[01:54:19 - 01:54:25] それは自分が偉いと思うのは全く嘘であって無知だと。
[01:54:25 - 01:54:29] それを捨てなさいと。そうすると幸福ですよと。
[01:54:29 - 01:54:32] ですから業ではないんです。
[01:54:33 - 01:54:36] 性格がいろいろ違いますよね。
[01:54:36 - 01:54:40] それこそ感情力の強い人とか弱い人とか。
[01:54:40 - 01:54:43] 程度の差がありますよね。
[01:54:43 - 01:54:45] それは業ではないんです。
[01:54:45 - 01:54:48] それは業ではないんです。
[01:54:48 - 01:54:53] これは業だと決めるのはすごくもしかしいんだから
[01:54:53 - 01:54:57] 業だと決めすぎるのは忘れた方がいいんです。
[01:54:58 - 01:55:03] ですからとにかく悪いところを直すために頑張るんですよ。
[01:55:03 - 01:55:06] 業だからといって諦めるのではないんです。
[01:55:10 - 01:55:17] その場合だけやっぱり仏教を知っている人に相談した方がいいんですよ。
[01:55:17 - 01:55:22] いい加減の仏教ではなくて本当にこのお釈迦様おっしゃったこの業論を
[01:55:22 - 01:55:26] よく知っている人に相談した人がいいんです。
[01:55:26 - 01:55:31] でもそのお坊さんであろうかなかなか答えるのはもしかしいんです。
[01:55:31 - 01:55:38] 業だけは業論というのは人間には考えたっても頭が来るほどもしかしいんだと
[01:55:38 - 01:55:40] お釈迦様も言っているんです。
[01:55:40 - 01:55:44] これは人間にはもう考えて考えきれないんだと。
[01:55:44 - 01:55:49] ですから我々はそういう無理ですね理解するのは。
[01:55:49 - 01:55:53] そうすると無明が深いわけですね。
[01:55:54 - 01:55:59] 無明というのは自分たちが偉いと思っていることなんです。
[01:55:59 - 01:56:01] それは動物さえ思っていますよ。
[01:56:01 - 01:56:09] 我々飼っている猫犬であろうか自分こそ世界唯一偉いんだと思っているわけですね。
[01:56:09 - 01:56:15] 我々からはただ飼っているペットだけなんですけどペットはそう思っていないんです。
[01:56:15 - 01:56:21] ですからそれはペットはしょうがないんだけど我々は我々も聞いてあげますけど
[01:56:21 - 01:56:28] 私たちは自分でこの自分だけこそ偉いという概念を忘れれば
[01:56:28 - 01:56:34] もうそこで病気もないし他の精神的な苦しみも全部消えていくんです。
[01:56:41 - 01:56:45] そういう観察するとどんどんね
[01:56:45 - 01:56:50] 人間は誰でも完璧ではないんだと私も完璧ではないんだと
[01:56:50 - 01:56:53] まあ俯瞰線で間違いだらけですよと
[01:56:53 - 01:56:57] だから精一杯努力はしていますと
[01:56:57 - 01:57:02] その精一杯は完璧ではないんだとね
[01:57:02 - 01:57:08] だから料理失敗してたっても私は精一杯でそくりましたよと
[01:57:08 - 01:57:13] 言うと向こう側が分かりますよ
[01:57:13 - 01:57:19] だからたまに子どもたち母の家と買おうとか買ってくれるでしょ
[01:57:19 - 01:57:22] それ別に綺麗に書いてくれるわけじゃないんだけど
[01:57:22 - 01:57:25] でも私たちは喜ぶでしょうね
[01:57:25 - 01:57:28] 幼稚園の子どもたちはお母さんとかお父さんとか
[01:57:28 - 01:57:31] お化けなんだよ書くのは結局
[01:57:31 - 01:57:34] そうお化けを書いてくれてこれお母さんだと書いてくれたっても
[01:57:34 - 01:57:38] 私たちは先々それに腹が立てませんね
[01:57:38 - 01:57:42] よく頑張りました綺麗ですね似ている似ているとかね
[01:57:42 - 01:57:44] 言って褒めてあげるんですね
[01:57:44 - 01:57:50] ですからそれは人の精一杯の動力は世界はちゃんと認める
[01:57:50 - 01:57:55] でもその子どもでもこれこそ世界学校でみんなの絵より
[01:57:55 - 01:58:00] この絵私の絵は綺麗ですと言ったら問題なんです
[01:58:00 - 01:58:06] 私の友達の子どもが日本にいたときは
[01:58:06 - 01:58:10] アメリカのスクールにいていたんですね
[01:58:10 - 01:58:14] そこで一年のお祝いみたいなものがありますから
[01:58:14 - 01:58:17] それでバレエダンスと去ったんです
[01:58:17 - 01:58:21] それでこのバレエダンスの踊りにこの子を選ばれて
[01:58:21 - 01:58:23] みんな踊っているんですね
[01:58:23 - 01:58:28] とにかくそのちっちゃな子がすごく目立ちたがるんですよ
[01:58:28 - 01:58:33] 目立ちたがっていろいろ他の子どもたちに文句言うんですね
[01:58:33 - 01:58:36] あなたのこれ踊りちょっと間違ってるよと
[01:58:36 - 01:58:37] ああだこーだとかね
[01:58:37 - 01:58:41] それでお父さんその場へ連れて行ったんですね
[01:58:41 - 01:58:46] それで行ったらちょっと自分の子どもが目立ちたがりたくて
[01:58:46 - 01:58:50] 他の子どもたちにいろいろあっち悪い間違った
[01:58:50 - 01:58:54] こっち間違ったとか言うのを見てすごく気持ち悪かったんですね
[01:58:54 - 01:58:56] お父さんすごい頭のいい人なんです
[01:58:56 - 01:59:01] 気持ち悪かったんだけどどうしようもないので言えないし
[01:59:01 - 01:59:05] いたら先生にもこの子は行ったんですね
[01:59:05 - 01:59:09] 行ったら先生はthen you show how to do it properlyと
[01:59:09 - 01:59:11] 子どもたちに聞いたみたいですね
[01:59:11 - 01:59:14] じゃあ間違っているならばあなた見せてくださいと
[01:59:14 - 01:59:16] 正しい踊り方と
[01:59:16 - 01:59:20] 行ったところで子どもはもうびっくりして
[01:59:20 - 01:59:22] もう後ろに下がったんですね
[01:59:22 - 01:59:25] だからそれは先生もすごく頭がいいんですね
[01:59:25 - 01:59:27] もういい加減にしなさいと言わないで
[01:59:27 - 01:59:29] 人は間違っていると思うならば
[01:59:29 - 01:59:32] 自分でやってみせなさい正しいやり方と
[01:59:32 - 01:59:35] 言うと自分にも本人も同じ子どもだから
[01:59:35 - 01:59:37] できるわけないでしょうね
[01:59:37 - 01:59:39] そうすると他の子どもは必ず
[01:59:39 - 01:59:42] これ間違っていると言いますからね
[01:59:42 - 01:59:44] そこで本人がやっぱりそんな人の
[01:59:44 - 01:59:47] いちいち間違っているところで言うんじゃないんだと
[01:59:47 - 01:59:50] 自分も完璧ではないからそれを理解したんです
[01:59:50 - 01:59:54] 小さい時はものすごい暴れ回っていた子でしたけど
[01:59:54 - 01:59:58] どんどん大きくなっても素晴らしい人間に変わったんです
[01:59:58 - 01:59:59] とにかく
[02:00:00 - 02:00:07] 両親もそれなりにものすごくしっかりしていますし、いい先生にも巡り合っています。
[02:00:07 - 02:00:14] ですからこの完璧ということは大変な問題なんです。
[02:00:14 - 02:00:23] 完全に私は強いと思うから、つまりはそれを認識して努力するということですか?
[02:00:23 - 02:00:25] そうですね。
[02:00:25 - 02:00:29] 自分が完全だと思い込んでいるんじゃないですか?
[02:00:29 - 02:00:31] 思い込みです。
[02:00:31 - 02:00:34] 完全というか完全に欲が強い。
[02:00:34 - 02:00:39] 完全ではなくて完全に欲が強いから、その楽さ、念願を。
[02:00:39 - 02:00:41] そうですね。
[02:00:41 - 02:00:49] だからそれも少ない人は楽だし、大きくとそれをなくす努力はやっぱり人よりは私はしない。
[02:00:49 - 02:00:51] それは結局努力しかない。
[02:00:51 - 02:00:52] 努力しかないんです。
[02:00:52 - 02:00:53] 認識して。
[02:00:54 - 02:00:59] でもそれに努力することだけは大変大事なんですね。
[02:00:59 - 02:01:03] 完全というのはただの思い込みであります。
[02:01:03 - 02:01:05] 完全にはならない。
[02:01:05 - 02:01:09] 完全になるというのはすべてのものに尊重されていた人なんですよ。
[02:01:09 - 02:01:13] それを悟りの教授しかないんです。
[02:01:13 - 02:01:17] ですから悟りの教授に至るまでは不完全でありますから。
[02:01:17 - 02:01:21] ですから我々はそれを間違っちゃいますよ。
[02:01:21 - 02:01:22] それは間違っちゃいますよ。
[02:01:22 - 02:01:24] それは別にどういったこともないし。
[02:01:27 - 02:01:32] お釈迦様の言葉が一つありまして、これはこのうち関係ないんだけど、
[02:01:32 - 02:01:43] 自分が頭が悪いと知っている人が、自分が無知であることを知っている人は、
[02:01:43 - 02:01:47] ただそれによって賢者になるんだと。
[02:01:47 - 02:01:56] 自分が物事を知っていると思う人が、愚者になるんだと。
[02:01:56 - 02:01:59] 北京にあるんです。
[02:02:05 - 02:02:12] 愚者であるのに、自分が賢人だ知識人だと思ったら、
[02:02:12 - 02:02:16] さらにバカになるんだということなんです。
[02:02:17 - 02:02:21] そういうことは自分が知っているよと思ったら、努力しないんですね。
[02:02:22 - 02:02:27] 私はあまり物事を知らないんだと、私は不完全だと思う人は、
[02:02:27 - 02:02:29] 努力するんですね。
[02:02:29 - 02:02:35] 努力を積み重ねて悟りまで進むんです。
[02:02:46 - 02:02:49] あ、ちょっと経験取れません。
[02:02:50 - 02:02:56] 人間が不完全であるというふうに思いますと、
[02:02:56 - 02:03:04] お互い悪いのもあるので、何か物事を知ることがあったり、
[02:03:04 - 02:03:10] 自分が不完全であっても不完全であると思う人もいると思うんですけど、
[02:03:10 - 02:03:15] 結局憎恨や何かは今は?
[02:03:16 - 02:03:20] 消えると思いますね。かなり。
[02:03:23 - 02:03:27] だから我々、なんで夫婦喧嘩をしますかというと、
[02:03:27 - 02:03:33] やっぱり自分のことを忘れて、相手からいろんなものを要求するんですね。
[02:03:34 - 02:03:37] ですから問題になっちゃうし、
[02:03:37 - 02:03:40] だから自分が間違っているということを、
[02:03:40 - 02:03:43] 不完全になることをよく認めて、
[02:03:43 - 02:03:47] 好きにもそれを言ってあげて、私もそれほど不完全じゃないんだよ、
[02:03:47 - 02:03:53] 相手のことも、だからお互いに許し合うというのは夫婦喧嘩なんですね。
[02:04:06 - 02:04:08] 聞いてあげてください。
[02:04:08 - 02:04:10] あなたは不完全ですかと。
[02:04:13 - 02:04:15] そうですね。
[02:04:17 - 02:04:23] やっぱり相手にこう言ってほしいというか、言ってみた方がいいんですか。
[02:04:23 - 02:04:28] そうそう、夫婦で相手ではね、やっぱりそれは、
[02:04:28 - 02:04:31] お互いにいい関係であるんです。
[02:04:34 - 02:04:41] 私の言うことは、不完全ということをお祈りします。
[02:04:41 - 02:04:43] そうでしょうね。
[02:04:45 - 02:04:49] やっぱりこの夫婦相手で話し合いはなくて、
[02:04:49 - 02:04:52] 特に男性なのからは、無言で全部、
[02:04:52 - 02:04:56] 安定しているんですね、男性の場合はね、結婚してから。
[02:04:56 - 02:04:59] 夫婦さんに全部負かして、責任を負かして、
[02:04:59 - 02:05:04] 自分がすごく自由に、のんびり、リラックスして生活すると思っちゃいます。
[02:05:04 - 02:05:09] だからこれ、歯医者で一生懸命やられる感じだから、
[02:05:10 - 02:05:14] うちでは何か自分の色持ちのいい、
[02:05:14 - 02:05:17] 安定した場所にしちゃらっちゃうんです。
[02:05:17 - 02:05:19] それも理想ですけど、
[02:05:19 - 02:05:23] うちの中でもそんなもんじゃない歯医者と同じなんですよ。
[02:05:23 - 02:05:26] それは男性の弱いところだと思いますよ。
[02:05:26 - 02:05:29] だいたい男性というのは、ほとんどどんな世界でもね、
[02:05:29 - 02:05:34] 日本だけではなくて、そういう問題があるんです。
[02:05:34 - 02:05:36] ですから。
[02:05:37 - 02:05:40] お願いしますと、正直、
[02:05:40 - 02:05:44] 関連の方がいた場合には、
[02:05:44 - 02:05:46] 県民で聞くのも、
[02:05:46 - 02:05:48] ちょっと、
[02:05:48 - 02:05:50] あっという間に。
[02:05:50 - 02:05:52] ごめんなさい。
[02:05:52 - 02:05:54] ごめんなさい。
[02:05:56 - 02:05:58] あ、ごめんなさい。
[02:05:59 - 02:06:01] こっちよ。
[02:06:02 - 02:06:04] どうぞ。
[02:06:15 - 02:06:17] あの、
[02:06:17 - 02:06:19] ま、あの、
[02:06:23 - 02:06:26] 夫婦の、あの、
[02:06:27 - 02:06:30] 夫婦が、あの、ま、
[02:06:30 - 02:06:32] 会社の中で、
[02:06:32 - 02:06:35] 上司に当たっちゃうかと思うんですけれど、
[02:06:35 - 02:06:37] あの、
[02:06:37 - 02:06:40] その場合に、会社の場合ですと、
[02:06:40 - 02:06:42] あの、
[02:06:42 - 02:06:45] この会社を去るっていうことができますけれど、
[02:06:45 - 02:06:47] あの、
[02:06:47 - 02:06:49] 夫婦の場合では、
[02:06:49 - 02:06:51] あの、ま、
[02:06:52 - 02:06:55] 伴うっていう感じで、
[02:06:55 - 02:06:58] あの、やっていくと、
[02:06:58 - 02:07:00] しょっちゅう一緒ですから、
[02:07:00 - 02:07:06] あの、ストレスもかなり出てくると思うんですけれども、
[02:07:06 - 02:07:08] あの、
[02:07:08 - 02:07:10] 会社の、
[02:07:10 - 02:07:12] あの、
[02:07:12 - 02:07:15] 経営者が私の主人で、
[02:07:15 - 02:07:17] で、あの、
[02:07:17 - 02:07:21] その右腕になっているのが私で、
[02:07:21 - 02:07:24] で、あの、結婚生活でも、
[02:07:24 - 02:07:26] あの、
[02:07:27 - 02:07:29] ま、
