[00:00:30 - 00:10:08] 今日、テーマがいろんなことを、たくさんいろんなことをしゃべらなくちゃいけないんですから、何も前置きなしに、いきなり私のテーマに沿ってしゃべりたいと思っています。「心と病気の関係」というテーマでございますが、鈴木さんが大変優しい、簡単な話だと思っているようですけど、もし話になると、大変とんでもない難しい話になる可能性はあるんです。それを恐れていろいろ考えていましたけど、なかなか解決策を見つけられなかったんです。一応、私が思ったのは、何か病気の人々を集めて、病院みたいに治療みたいなものをしゃべるということではないんです。それよりは、この病気を治して健康な体を作る、この噂ですか、実相ですか、それを何か専門的に、プロに話してあげたかったんです。ということは、私の話を聞いて、自分で実践してみて、いくらか健康な体を作られればいい、という立場で話をしたいと思っていたんです。とにかく、よく聞いてください。何とかなるんじゃないかなと思います。特に日本で、アメリカとかそういう二つの国でも、また他の国でもその影響で、「宗教というのは何かヒーリング、ヒーリングというのは癒やすですか、そんな仕事をやっていることだ」と思っているんですね。僕らはものすごくそれをいやらしく感じるんですよ。「何とか宗教からいろいろ病気を治してくれたんだ。がんを治してくれたんだ」という、ものすごく、仏教の者はそれは「すごくいやらしい宗教だな」と思うようなものなんですね。何とかして人の病気を治したということは。ですから、それをまず覚えていてください。何とか何とかして、何とかお祈りして、何とか処分をして、その人の病気を治しましたと。そういうのは、それほど高次元的なものではないんです。なぜならば、そんなに病気を治した形跡はどこにもないんですよ。宗教であろうが、どんな何か神秘的な手柄であろうが、もしそういう神秘的な、すごい巨大な力があって人の病気を治したならば、世の中にはもう病気は全部消えているはずなんですね。ですから、宗教が一生懸命病気を治すし、でもそれを信じている人々は一生懸命病気になったりするし、キリがないんです。ですから、その方法は我々には断っているので、お釈迦様は禁じられているんです。「人の病気を治すとか、そういう行動はやめなさい」と。お釈迦様の言葉から言うならば、それは邪な生き方なんです。ですから、僕はすごく心配しながら話さなくちゃいけないんです。もっとレベル高く、高度なレベルで、この心・体・病気、そういうものはどういうものかと理解していただければ、病気を治してもらうよりもっといいことになるかもしれません。じゃあ話に入りますけど、わからないかもしれません。だけどこれは聞いて覚えておいてください。我々の体というものは、心が優るんです。心というのは魂ではないんです。何かエネルギーなんです。精神的なエネルギーなんです。この精神的なエネルギーというものが、この肉体的な体を作っているんです。それで、皆様方よく聞いていらっしゃるんですね、占いしてるんですね。手相占い、人相占いとかね。それから、書いたものを見て占ったりするとか。そういうのはもう完全に嘘ではないんだけど、結構当たるんですよ。手相なんかインチキな人ではなくて、お金ではなくて趣味でやってる人から読んでもらったら、結構当たるんです。お金取って読む人は全部嘘を言っていますけど。そこで、人相占いであろうが、他の占いであろうが、いろんな人の顔を見て、歩き方を見て、しゃべり方を見て、声を聞いて、いろいろ占ってもらうと、結構当たるんではないかなと、そういう経験皆様にあると思います。でも当たらないのは、それは商売にしている時なんです。それで食べてると当たらないんです。本人の商売だから、何とかして人の機嫌を取ろうとしてるんですね。ですから、ものすごい嘘を言うんです。趣味で、冗談で、遊びでやってる人は、人が傷つこうが泣こうがそれに構わず、言いたいものを言っちゃいますから、本当のことを言っちゃうんです。それで私は言うのは、「何で手相を見て人の性格わかりますか？　何で人相を見て人の運命やらこれから何か悪いことになる、出会うならば、そんなこと何でわかりますか？」と。それわかるのは、その体が、私の心が作っているんだから、心の状態、性格、私の生き方、体にちゃんと映してるんです。ですから、そういうのは、いくらか当たるんです。だけど、仏教ではそんなものは信じるなと。手相やら人相やら、それから星占いとか、そんなものは全部ゴミ箱にポイ捨てしなさいと。「そんな何の意味もないんだ」と。僕も結構いろんな人に僕の手を読んでもらったことがあるんです。遊びでお金払ってないんです。そこでいろいろ言うんですけど、結局言ってること、私は知ってるんです。「あなたはこういうこういうではないか、こういうこういうではないか」と。「まあそうでしょう」と。私が知ってます。そんなことは自分知ってることは、人に聞いてもらったって別に何が面白いかわからないんです。で、私はチャレンジするのは、「じゃあできれば私が知らないことを言ってください」。それは言えないんですね。手相見ても、人相見たっても。ですから、この体は心が作るものだから、我々の顔を見たら、大体わかるんですよ、どんな人間かと。で、皆様もそうでしょうね。ちょっとすごい仕事でストレス溜まっちゃうと、まあ胃やら腸やら全部もうダメになっちゃうし、もう髪の毛はすごく早く白くなってしまっちゃうし、すごく年取ってしまっちゃうし。ですから、この、例えば二十歳なのに三十代ぐらいの顔を持っていると、当然わかりますね。「この人はえらい心で悩んでるんだ」と。いろんな問題でもう悩んでるっていうこと、よくわかるんですね。例えば七十歳になったおばあちゃんであれば、すごく可愛くて、もう若々しくいるならば、ものすごい精神的にストレス何もなく、まあ元気で健康的でいるということなんですね。ですから、もし病気になりたくなければ、健康な心を作ることなんです。それで、お釈迦様は健康な心を作る方法を教えているんです。しっかりした、どんなものにも怖がらない、どんなものに対しても不満が出てこない、しっかりした心を作る方法を教えてくれるんです。それ実践すれば、もう病気なんかこれは消えていくだろうと。なぜならば、心が体を作りますから。

[00:10:08 - 00:10:17] その心がしっかりしている心であるならば、体も適当に治っていくんです。
[01:26:20 - 01:26:26] 本当は遊ぶところじゃないんですよ。人間がよく魚食べてるんだから。

[01:26:26 - 01:26:30] それでも魚はそんなことあまり気にしない。

[01:26:30 - 01:26:34] 素晴らしいですよ、我々よりは。

[01:26:34 - 01:26:44] ですから私たちが他の生命に助けられて生かされているんです。

[01:26:44 - 01:26:50] この体の中で微生物だらけなんですよ。

[01:26:50 - 01:26:58] 例えば細胞1個を顕微鏡で見ると、どれぐらい生命いるんですかね、細胞1個の中。

[01:26:58 - 01:27:05] いろんな別々な生命入ってるんですよ。ミトコンドリアとかいろんなもの。

[01:27:05 - 01:27:13] だからそちらが一生懸命頑張ってるんだから、私たちが健康なんですよ。

[01:27:13 - 01:27:20] もしこのミトコンドリアなんかが核の中に入っちゃって、DNAなんか食べちゃったらどうなるんですかね。

[01:27:20 - 01:27:23] それで我々は終わり。

[01:27:23 - 01:27:28] そうはしません。

[01:27:28 - 01:27:31] ですから人間が悪いんですよ。

[01:27:31 - 01:27:36] バクテリアに反対するわ、戦争に勝てるわ、

[01:27:36 - 01:27:41] チャレンジするわ、ウイルスにチャレンジするわ。

[01:27:41 - 01:27:49] だから一生懸命病気になる。

[01:27:49 - 01:27:58] それはこの競争ではなくて協調。

[01:27:58 - 01:28:06] インドであろうが自分の国であろうが、そういう南の国々っていうのはえらい汚いんですよ。

[01:28:06 - 01:28:20] 食べ物なんか店で売っていて、灰やら埃やら車の排気ガスやら、全然なんとも健康的じゃないんです。

[01:28:20 - 01:28:25] でもあれ食べて人間死ぬわけじゃないんです、なかなか。

[01:28:25 - 01:28:30] みんなそれ平気なんですね。

[01:28:30 - 01:28:40] 私もちょっと日本にいるんだから、なんでこんな汚いんですかと思いますけど、向こうの人に聞いたら全然向こうの話がわからない。

[01:28:40 - 01:28:42] 向こうさんあんまり気にしないんですよ。

[01:28:42 - 01:28:45] なんであんた方はそんなに汚いんですかと。

[01:28:45 - 01:28:50] ちょっとしたことですごくきれいにこの食べ物売れるのではないかと。

[01:28:50 - 01:28:52] 全然わからない。

[01:28:52 - 01:28:59] 彼らから見れば、はい、くらい溜まったって何ですかという感じなんですよ。

[01:28:59 - 01:29:10] 車なんか道路でチャーッと行って、この泥がチャーッと食べ物にうつったって、手で拭いたら十分ではないかと。

[01:29:10 - 01:29:21] それ食べてベッドで人が死んじゃうならば、みんなもうとっくに死んでるはずなんですけど、あれは確かにバイ菌とかあるんですよ、

[01:29:21 - 01:29:23] 科学的に言えば。

[01:29:23 - 01:29:36] でもああいうのは、バイ菌もその人を見たら、私たちの住み方からということで、もう敵ではないんですよ。

[01:29:36 - 01:29:44] 例えば体に病気起こるバイ菌であろうが、その人々は食べると、そういうバイ菌・細菌、体に入るでしょ。

[01:29:44 - 01:29:47] 入ってみたら別に何ともない。

[01:29:47 - 01:29:52] 自分たちがもう毎日住んでる、もう住み慣れてる住み方なんですね。

[01:29:52 - 01:29:55] それで居心地がいいとか、ただ住んでるんです。

[01:29:55 - 01:29:57] で、病気にならないんです。

[01:30:00 - 01:30:24] このエイズ・ウイルスなんかは、もうある人の体に入ったら、その、なんて言いますか、その個体、個体と言うんですか、こうなんとか、そういう、とにかくそのウイルスはなくなるんですよ。

[01:30:24 - 01:30:33] 必ずみんな病気になるわけじゃないんです。今は治療法ないのはエイズのウイルスみたいなものなんですけど、それは人の心によります。

[01:30:33 - 01:30:44] 人の他のシステムがすごく仲良くしている。それで法則を起こす。エイズ・ウイルスはこの法則を犯せるんです。

[01:30:45 - 01:30:55] このDNAの法則が。DNAの法則というのは決まっているパターンで行動することなんですね。エイズ・ウイルスだけがその法則を犯せるんです。

[01:30:55 - 01:31:04] いつでも自分のDNA構造を変えちゃうんです。そこでクスリは効かない。体にも抗体作ることはできない。

[01:31:05 - 01:31:13] 個体ですか、抗体ですか、抗体。抗体作ることはできないんです。いつでもプログラムが変わっちゃうんだから。

[01:31:13 - 01:31:20] それでも抗体が出来上がる場合はあるんです。出来上がってウイルスをやっつけるケースがあるんです。

[01:31:20 - 01:31:25] その場合はその人々の体の中はものすごく調和しているんです。

[01:31:26 - 01:31:37] 体の中の生命は、みんな「法律を犯している奴がいるんだ」と。それだったらやっぱりちゃんと罰せられなくちゃいけないんだと、

[01:31:39 - 01:31:47] ということで消えちゃうんです。私たちは法律を犯しているんです。生命の法律、法則を。

[01:31:47 - 01:31:54] 生命の法則というのは、お互いに助け合って生きてください。一人では生きていられません。

[01:31:54 - 01:32:06] ですから皆様方は、このウイルスや原因からなる病気に対して持っている怒り、敵観をきれいに消してください。

[01:32:10 - 01:32:16] きれいに心から消すと、みんな生命だ。みんなお互いに助け合っているんだ。

[01:32:17 - 01:32:23] 私の体は一つの生命ではないんだ。数え切れないほどの生命の塊だと、

[01:32:24 - 01:32:32] 理解すればそれで健康。問題はなし。毒を飲んでも当たりません。

[01:32:33 - 01:32:46] それははっきりと言えますよ。すごくしっかり明るく、精神的に明るい人が毒を知らないうちに毒を飲んだっても、全然当たりません。

[01:32:48 - 01:32:54] ちょっとした悪くなっている、時間経っている食べ物を食べたっても当たりません。

[01:32:55 - 01:33:01] きれいに体が処理するんです。体は頑張ってくれるんです。

[01:33:02 - 01:33:05] ですから敵を作るなと。

[01:33:06 - 01:33:27] 最後になんですが、そういうふうにいろんな方法で病気を治しても、過去のせいで、いわゆるカルマのせいで病気になる場合あるんです。

[01:33:28 - 01:33:35] 皆様は一応仏教のことをご存知ですから、このカルマ、業ということはわかっていらっしゃると思います。

[01:33:54 - 01:34:11] カルマというと、皆様方は暗いイメージを作るんですよ。カルマというのは悪いことだと。

[01:34:12 - 01:34:22] 悪いことではないんです。我々の幸福も過去の業なんです。我々の不幸も過去の業なんです。

[01:34:24 - 01:34:32] 業というのは過去の行いの結果という意味ですから、幸福・不幸両方過去の業なんです。

[01:34:33 - 01:34:42] ある人はすごい幸福だなと言うならば、それは業なんです。ある人はすごい不幸だなと言うならば、それはその人の業なんです。どっちでも。

[01:34:43 - 01:34:52] そこで皆様方に一つ注意なんですけど、何だかんでも簡単に業だ業だと決めつけることだけやめてください。

[01:34:53 - 01:34:59] なぜかというと、業だけは皆様方が理解できないんです。

[01:35:00 - 01:35:08] 時々は占いをやっている、いろいろ予言をしたりする人々が、霊能力者ですか、

[01:35:09 - 01:35:14] よく言うんですね。「あなたの過去生でこういうことで、あんたこうなってますよ」と。

[01:35:15 - 01:35:21] あれははっきり言いますけど嘘です。そんな簡単、単純に理解できるものではないんです。

[01:35:22 - 01:35:32] かなり難しいんです。そんなちょっとした幽霊とか何かお化けが体に憑いたんだからって、わかるわけじゃないんです。

[01:35:33 - 01:35:37] ですからこの業の問題は忘れてほしい。

[01:35:38 - 01:35:42] 自分が病気なのは過去の業だ、と。

[01:35:43 - 01:35:47] 別にどうでもいいんですけど忘れてほしいんです。とにかくわかりませんから。

[01:35:48 - 01:35:53] とにかくそれでも業のせいで病気になったらどうしますか、と。

[01:35:54 - 01:36:05] その場合は、よくわかることは、生まれつき病気になるか、あるいは突然病気になるか、それは両方あります。

[01:36:06 - 01:36:14] なかなか薬も効かない。治療法も効かない。なんとなく慢性的なようなものになるんですね。

[01:36:15 - 01:36:18] なかなか治らない。

[01:36:21 - 01:36:24] それに沿っていかなくちゃいけない。

[01:36:25 - 01:36:31] と同時に、その人の性格の中にこの原因は見えるんです。

[01:36:32 - 01:36:38] 例えば「癌になった」と。癌になったのは過去の業のせいだったら、当然その人はすごいわがまま、

[01:36:38 - 01:36:44] 自分勝手、結構相手に迷惑をかける。

[01:36:45 - 01:36:52] そういう嫌らしい性格があるんですよ。何か嫌な性格を持っているんです。

[01:36:53 - 01:37:02] それは我々がわかるように、こういう性格で過去生で頑張って、そういうカルマになっているんだと。

[01:37:02 - 01:37:11] あるいは、すごい不親切とか、残酷で優しい心を持っていないとか。

[01:37:12 - 01:37:18] 商売の鬼というふうに、鬼みたいに悪いことをして商売をしたりとか。

[01:37:19 - 01:37:27] それで最後に、どんどんカルマの力が消えていくと、悪いカルマが残っちゃって病気になったりするんです。

[01:37:27 - 01:37:34] だいたいその場合は、もうほとんどどうしようもないんですよ。

[01:37:35 - 01:37:40] どうしようもないのは、カルマがわからないんだからなんです。

[01:37:41 - 01:37:45] どんなカルマ、どんな業をやっていましたかと、わからないんだからなんです。

[01:37:46 - 01:38:15] その場合は、よくカルマのことを勉強している、大変な仏教の知識なんかある誰かに相談して、その場合だけ、誰かによく相談して、自分の人生をよく見て、この新しいカルマを積む、新しい道徳、徳を積むようにする。

[01:38:16 - 01:38:21] そうすると薬を飲むよりは早く病気が治ります。

[01:38:21 - 01:38:27] 具体的に今は言いません。このカルマによってやり方が違いますから。

[01:38:28 - 01:38:40] だいたい良いのは、自分でも弱い人々を助けることなんですね。いつでも。

[01:38:41 - 01:38:46] 何て言いますか。

[01:38:48 - 01:38:55] よくやってみてください。いつでもこの弱い人を優しい心で助けてあげること。

[01:38:56 - 01:39:00] いろんな弱さの人々がいるんですね。それ、動物も入るんですよ。

[01:39:01 - 01:39:13] 動物の全部、生命。入れてあって、ただ必要な人は必要な時は助けてあげてください。

[01:39:14 - 01:39:21] 知識の助け必要な人には知識を与える。お金の助け必要な人にはお金を与える。

[01:39:22 - 01:39:27] ちょっとした付き合いの助け必要な人には付き合いをしてあげる。

[01:39:28 - 01:39:37] 体で手で助けてあげるべき人は手助けをする。そういうふうなことをしてあげてください。

[01:39:40 - 01:39:46] そうすると自分の過去のカルマは何であろうが、徐々に消えてきます。

[01:39:47 - 01:39:51] それから助ける時は、ものすごく気をつけてください。

[01:39:51 - 01:39:56] 助けられる側には何の負担にもならないように。

[01:40:00 - 01:40:13] 例えば寝たきりの人を私たちは行って看病すると。そうすると寝たきりの人は申し訳なく、申し訳なく、心苦しく思うならば、我々のタスクは助けになっていないんです。

[01:40:13 - 01:40:19] ですから私たちはいっそうでも気をつけて、相手の心を慰めてあげるんですね。

[01:40:19 - 01:40:29] あの、「やらせてください、すみません。これはもうぜひ私がやりたいんですよ」と。そんな感じで。

[01:40:29 - 01:40:33] で、こちらが「ありがとうございます」と言わなくちゃいけない。

[01:40:33 - 01:40:41] 例えば歩けない人をどこかへ、例えばこの車椅子の人を、この階段があって、もう自分が運んであげたと。

[01:40:41 - 01:40:46] それで向こうの人は「ありがとう」と言う前に、「本当にどうもありがとうございます」と。

[01:40:46 - 01:40:52] 自分には良いことをできましたからね。向こう側に感謝するんです。

[01:40:52 - 01:40:58] そこはもうポイントです。それないんだから、みんなもうみんな良いことをしますよ。

[01:40:58 - 01:41:10] でもそれほど結果は味わえないんです。日本の方々はもう結構、世界的に見ると結構立派な良いことをしますよ。

[01:41:10 - 01:41:15] するんだけど、ちょっとなんかどこかでその結果は得られないように感じます。

[01:41:15 - 01:41:24] なぜかというと、なんか日本文化的に、向こう側から一生懸命感謝して褒めてほしかったんです。

[01:41:26 - 01:41:31] その「褒めてもらいたい」という、これは皆様の苦しみのもとなんです。

[01:41:34 - 01:41:36] いつでも感謝してほしいんです。

[01:41:38 - 01:41:42] だから日本の文化っていうのは、むちゃくちゃなんです。すごいややこしいんですよ。

[01:41:42 - 01:41:52] まあ中元やら、お正月になったらまたいろいろいろなものを送ったり、またお返しに、ああだこうだとかね。

[01:41:52 - 01:42:01] それはそれなりに美しいんだけど、それはそれで置いておいて、でも徳になるのは、それは徳にならない。

[01:42:01 - 01:42:08] 徳になるのは、私は人を助けてあげてから、助けられた人に私は「ありがとうございました」と。

[01:42:09 - 01:42:17] という気持ちで、自分が感謝すること、それだけよく覚えて人々に優しくしてください。

[01:42:17 - 01:42:20] そうすると、カルマによって生まれる病気も治ります。

[01:42:20 - 01:42:26] まあ、またいろいろたくさんの方法があるんですが、どうしましょうか、時間にはなりました。

[01:42:27 - 01:42:35] 一応、質問時間をとったんですが、一応50分ですから、結果は45分と1時間、質問になるということになります。

[01:42:35 - 01:42:42] はい、じゃあこの辺で、テーマのほんの一部なんです、今日しゃべったの。

[01:42:42 - 01:42:44] またいろいろたくさんあります。

[01:42:44 - 01:42:54] 一応あまり長くしゃべったっても、全部忘れちゃいますので、まあそこら辺で休憩します。

[01:42:55 - 01:43:14] それでは、15分休憩しまして、あと質問の時間に関して、質問のほうがいらっしゃいますので、質問が早い場合は、ここに来てください。

[01:43:16 - 01:43:18] はい、どうなんですか。

[01:43:18 - 01:44:04] 子どもの場合、2歳とか3歳の子どもが喘息とか苦しんでいる場合に、例えば「心を治せば病気が治る」と言っても、子どもはもともと純粋な心ではあると思うんですけども、また「親が心を治せば、子どもの病気が治るんだよ」という話も聞くんですけども、なかなか子どもの病気がそう単純に治るとも思えないんですけども、そういった場合、子どもの病気がカルマだからしょうがないんだよと説くわけにもいかないですし、その辺はどうなんでしょうか。

[01:44:05 - 01:44:22] その場合は本当にいろいろ問題なんですけど、喘息のような病気の場合は、だいたい両親のストレスがすごく関係あるんです。

[01:44:22 - 01:44:28] 両親の問題が、すぐ子どもに移っちゃうんですよ。

[01:44:28 - 01:44:36] 僕が見たところで、だいたいお母さんかお父さんか病気で悩んでいると、子どもたちもすぐ病気になっちゃうんですね。

[01:44:36 - 01:44:44] あれは病気ではなくて、子どもたちのせいいっぱい、親に対する優しい心なんですよ。

[01:44:44 - 01:44:48] だからすごく悲しくなっちゃう、その場合はね。

[01:44:48 - 01:44:59] 子どもは別に元気で遊んだほうがいいのに、私が知っているそういう子どもが何人かいて、子どもは病気なんですね、そういう喘息で。

[01:44:59 - 01:45:04] 見たらお母さんも、やっぱりこの子どもも同じ病気で悩んでいるよと。

[01:45:04 - 01:45:13] 僕が見たところで、そういうことよりは子どもたちは本当は、ものすごく親、両親のことを大変心配しているんですよ、小さい割に。

[01:45:14 - 01:45:22] ですから自分たちは分からないんだけど、精神的に自分も病気になって、変わらないで苦しんでいるような感じなんです。

[01:45:22 - 01:45:32] それで両親に言ってあげたんですね、「あんた方は自分たちが病気であろうが、子どもたちにそれは関係ないように行動してください」と。

[01:45:33 - 01:45:43] だから自分の病気を子どもに言ったりも、ああだこうだしないで、ちょっと明るくやってくださいと言ったら、しっかり治ったんですよ。

[01:45:45 - 01:46:07] また小さい時の病気は大きくなってくると治る場合もありますし、とにかく赤ちゃんの時も病気であろうが、できるだけストレスたまらないように明るく落ち着いて、我々は子ども育てをしなくちゃいけない。

[01:46:09 - 01:46:16] 子どもは言葉をしゃべれませんが、一つ覚えてほしいのは、赤ちゃんなんかは赤ちゃんではないんです。

[01:46:17 - 01:46:21] 過去から来るものだから、結構大人なんですよ。

[01:46:22 - 01:46:27] 赤ちゃんでなくなるのは、5歳、6歳になって赤ちゃんではない子どもになるのは。

[01:46:28 - 01:46:34] 子どもがしゃべらない間では、自分たちはすごい大人のように行動するんです。

[01:46:35 - 01:46:37] でもなかなかコミュニケーションできないんですね。

[01:46:38 - 01:46:43] 体が不自由なんですね。そこで、すっごくストレスたまっちゃうんですね。

[01:46:44 - 01:46:49] 自分たちは赤ちゃんの時代を覚えている方々がいるんですよ、どなたか。

[01:46:50 - 01:46:57] いわゆるおっぱい飲んでいた時期を覚えていらっしゃる方々がいるならば、なんとなく実感があると思いますよ。

[01:46:58 - 01:47:00] ものすごく嫌なんです、その時は。

[01:47:02 - 01:47:10] 自分はものすごく心では立派な人間なんですけど、動けない、歩けない。

[01:47:11 - 01:47:16] お腹が空いたらもうどうしようもない。そこでものすごくキャーと泣くんですね。

[01:47:16 - 01:47:19] 泣くときも怒りがないで泣いちゃうんです。

[01:47:20 - 01:47:33] ですからそれは、我々大人が理解して、赤ちゃんだ、かわいいかわいいということよりは、立派な人間という感じで接する必要はあるんです。

[01:47:34 - 01:47:36] でも、もうかなり良くなるんです。

[01:47:36 - 01:47:55] 過去のカルマといえばアトピーとかね、それもどんどん大きくなってきて、いい行いをしていて、いい心を持っていると消えちゃうんです。

[01:47:55 - 01:48:06] アトピーできる子どもも両親のストレス？

[01:48:07 - 01:48:09] それはストレスじゃないんですね。

[01:48:10 - 01:48:14] それはもうストレスじゃなくて、本人が持っているものなんですね。

[01:48:15 - 01:48:18] こういう組み合わせがあるんですよ。

[01:48:19 - 01:48:34] 例えば親がどうしても大変な、例えば分かりやすく言えば、過去でなんとか悪いことをして、その結果で困らなくちゃいけない。

[01:48:35 - 01:48:42] その場合は自分に、そういう病気の子どもが助けられるような組み合わせになっちゃうんですね。

[01:48:42 - 01:48:58] ですから子どもがアトピーであるならば、自分たちが「ああ大変だ」ではなくて、それにちゃんと立ち向かって、私たちはそれなりに大変なこの窮地状態を乗り越えなくちゃいけないんだと。

[01:48:59 - 01:49:01] みんなの問題として扱わなくちゃいけないんですね。

[01:49:01 - 01:49:03] 扱わなくちゃいけないんですね。

[01:49:04 - 01:49:14] 家族になるのはお互い別の人間なんですけど、お互いに過去で何とか因縁があった方々なんです。

[01:49:16 - 01:49:24] ですから自分にはものすごく言うことを聞かない、すっごい悪い子どもが出来上がってもしょうがないんですよ。

[01:49:24 - 01:49:33] 自分の宗教だと思って一生懸命その子を育てるように行動しなくちゃいけない。

[01:49:34 - 01:49:38] そこで、すごく日本で間違うところは「我が子」と思うんですね。

[01:49:39 - 01:49:42] その「我が子」だと思う言葉だけは忘れてください。

[01:49:43 - 01:49:47] 我が子ではありません。私の子どもではありません。

[01:49:47 - 01:49:54] それはもう因縁の中で、存在の中で一人の生命であって、たまたま私のところに来ていただけましたと。

[01:49:55 - 01:49:57] ですから末永くよろしくと。

[01:50:00 - 01:50:04] その責任は、その小さな命を立派な大人にしてあげること。

[01:50:04 - 01:50:06] それで自分の責任が終わり。

[01:50:06 - 01:50:18] その代わりに子どもから養ってほしいとか、子どもから老後を面倒見てもらいたいとか、そういう責任感はならないように子どもを育てなくちゃいけないんです。

[01:50:18 - 01:50:30] ですから我が子ではなくて、日本の仏教から言えば、仏様から頂いた仏様の子どもだと。ですから大きく育てて仏様に返してあげるんだと。

[01:50:30 - 01:50:33] 預かり者なんですね。

[01:50:33 - 01:50:38] 預かり者だから、すごい大事に丁寧に育てなくちゃいけない。

[01:50:38 - 01:50:42] 我々預かり者であることは忘れてしまっている。

[01:50:42 - 01:50:44] 私の子だと。

[01:50:44 - 01:50:48] ですからわがままで私の意思に育てようと思っちゃうんですね。

[01:50:48 - 01:50:50] 自分の希望で。

[01:50:50 - 01:50:56] それは子どもたちにとってものすごい悪いことなんです。

[01:50:56 - 01:51:04] それは子どもの存在価値観を、存在価値を否定することなんです。

[01:51:04 - 01:51:10] 世の中で一番嫌なのは、自分に生きる価値がないということなんですよ。

[01:51:10 - 01:51:14] 両親が子どもにそれをさせているんです。

[01:51:14 - 01:51:16] あなたには生きる価値がないんだと。

[01:51:16 - 01:51:19] あなたは私のものだと。

[01:51:19 - 01:51:21] 赤ちゃんは喜んじゃうんですよ。

[01:51:21 - 01:51:24] 「私のもの、宝物だ」と赤ちゃんが喜んじゃう。

[01:51:24 - 01:51:26] なぜならば、赤ちゃんはすごいずるいんです。

[01:51:26 - 01:51:29] 大人だから、赤ちゃんだけは。

[01:51:29 - 01:51:31] 赤ちゃんが知ってるんですよ。

[01:51:31 - 01:51:39] 親に、肉親にすごくいい顔、いい子にしてあげなきゃ自分がちゃんと面倒見てもらわないんだと。

[01:51:39 - 01:51:46] すごい可愛い子だったら、夜泣きしていたって、夜12時でも朝2時でもお母さんが起きるんですよ。

[01:51:46 - 01:51:54] ですから赤ちゃんだけは「私の宝物だよ」とか可愛がってあげると、喜んじゃうんです。

[01:51:54 - 01:51:58] どんどん自分で歩くようになってくると、それはあまり良くないんです。

[01:51:58 - 01:52:05] ですから「私の子」だと思うと、その子どもには生きる価値が消えちゃうんです。

[01:52:05 - 01:52:07] 母のために生きてるんだから。

[01:52:07 - 01:52:10] 父のために生きてるんだから。

[01:52:10 - 01:52:14] それで結局、父を母を殺したくなっちゃうんです。

[01:52:14 - 01:52:28] 日本では将棋のプロの人を息子に殺されたというケースが、僕は戦後テレビで見て覚えてますけど、その場合も子どもは立派な大人なのに生きる価値がないんですね。

[01:52:28 - 01:52:35] なぜならお父さんがあまりにも立派で、自分の理想に子どもを育てようとしているんですね。

[01:52:35 - 01:52:44] それはお父さんの気持ちは我々大人だからわかりますけど、でも子どもは別荘な人間だからしょうがないでしょう。

[01:52:44 - 01:52:52] 将棋のプロに生まれた子どもは将棋は大嫌いで、頭は全くない人であったってしょうがないでしょう。

[01:52:52 - 01:53:03] 自分が預かった子どもだから、ものすごい丁寧にその子どもの生き方に沿って育ててあげて、社会に返してあげる。

[01:53:03 - 01:53:10] それだけあれば、だいたい子どもの病気っていうのはほとんど治りますよ。

[01:53:10 - 01:53:15] アトピーのようなものは、もしかするとカルマのせいだと思います。

[01:53:15 - 01:53:17] はっきりとは言えません。

[01:53:17 - 01:53:28] 汗かいたり、食べたいものを食べられないし、いろいろね、たとえば卵を食べない、乳製品食べられないと言うとね、かなりきついんだからね。

[01:53:31 - 01:53:34] そういうことでちょっとややこしいんだけど。

[01:53:34 - 01:53:37] はい、ありがとうございました。

[01:53:37 - 01:53:41] またいろいろどうぞ、自由に聞いてください。

[01:53:58 - 01:54:03] それは人間の本来の癖なんですね。

[01:54:03 - 01:54:08] 生命はみんな自分が偉いと思っているんですよ。

[01:54:08 - 01:54:15] 私が唯一なものであるという実感が、みんな持っているんです。

[01:54:15 - 01:54:19] それは無明と言うんです、仏教で。無知だと。

[01:54:19 - 01:54:25] それは、自分が偉いと思うのは全く嘘であって、無知だと。

[01:54:25 - 01:54:29] それを捨てなさいと。そうすると幸福ですよと。

[01:54:29 - 01:54:32] ですから業ではないんです。

[01:54:33 - 01:54:36] 性格がいろいろ違いますよね。

[01:54:36 - 01:54:40] それこそ感情力の強い人とか弱い人とか。

[01:54:40 - 01:54:43] 程度の差がありますよね。

[01:54:43 - 01:54:45] それは業ではないんです。

[01:54:45 - 01:54:48] それは業ではないんです。

[01:54:48 - 01:54:57] これは業だと決めるのはすごく難しいんだから、業だと決めすぎるのは忘れた方がいいんです。

[01:54:58 - 01:55:03] ですから、とにかく悪いところを直すために頑張るんですよ。

[01:55:03 - 01:55:06] 業だからといって諦めるのではないんです。

[01:55:10 - 01:55:17] その場合だけ、やっぱり仏教を知っている人に相談した方がいいんですよ。

[01:55:17 - 01:55:26] いい加減な仏教ではなくて、本当にこのお釈迦様がおっしゃった、この業論をよく知っている人に相談した方がいいんです。

[01:55:26 - 01:55:31] でもそのお坊さんであろうが、なかなか答えるのは難しいんです。

